Player,Team,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Birth country,Passport country,Foot,Height,Weight,On loan
K. Saucedo,Castanhal,LCB,26,100000,2027-06-30,4,322,0,0.0,Colombia,Colombia,left,193,75,no
Emerson,Guarani,LB,27,100000,2028-11-30,17,1693,0,0.68,Brazil,Brazil,left,179,73,no
Dalton,,GK,39,50000,,11,1078,0,0.0,Brazil,Brazil,right,198,92,no
Gabriel Gasparotto,Santo André,GK,32,50000,,3,279,0,0.0,Brazil,"Brazil, Italy",right,196,99,no
Claudinho,Marcílio Dias,RCB,36,50000,,16,1570,1,1.12,Brazil,Brazil,right,183,82,no
S. Tréllez,Deportivo Pasto,CF,36,50000,,20,1300,6,3.69,Colombia,Colombia,right,185,76,no
Guilherme Lazaroni,Barra,LB,33,50000,,9,732,1,0.75,Brazil,Brazil,left,182,80,no
Dionísio,Ypiranga Erechim,RCMF,32,50000,2026-12-31,23,1880,1,0.72,Brazil,Brazil,right,172,68,no
Filipe Soutto,,"LCMF, LDMF",35,50000,,25,2342,3,0.72,Brazil,Brazil,left,178,70,no
Tárik,Londrina,"RCMF, DMF, RCB",33,50000,2026-11-30,17,1462,0,0.25,Brazil,"Brazil, Italy",right,183,72,no
Jean Victor,Volta Redonda,"LB, LWB",32,50000,2026-10-30,24,2340,2,1.49,Brazil,Brazil,left,181,72,no
Gabriel Santiago,Juventus,"RW, AMF, CF",26,50000,2027-10-29,14,688,1,2.0,Brazil,Brazil,left,170,65,no
João Pedro,Kyoto Sanga,"DMF, RDMF, RCMF",26,50000,2029-06-30,16,858,0,0.26,Brazil,Brazil,right,185,72,no
José Aldo,Mirassol,"AMF, RDMF",27,50000,2027-12-31,22,2039,4,1.15,Brazil,Brazil,right,175,70,no
Marco Antônio,Botafogo SP,"RDMF, AMF",25,50000,2027-11-30,3,153,1,0.35,Brazil,Brazil,right,180,74,no
Ericson,Botafogo SP,"RCB, RB",27,50000,2026-11-30,19,1573,2,0.77,Brazil,Brazil,right,184,84,no
Alessandro,Dourados Atlético,"LWB, LB, LW",27,50000,,10,592,0,0.75,Brazil,Brazil,left,187,79,no
Vanderley,Pouso Alegre,RCB,26,50000,2026-06-30,11,916,0,0.94,Brazil,Brazil,right,183,84,no
Du Fernandes,Volta Redonda,"DMF, LCMF, RCMF",25,50000,2026-12-31,8,436,0,0.01,Brazil,Brazil,right,177,66,no
Christofer,,GK,30,50000,,1,96,0,0.0,Brazil,Brazil,right,193,80,no
Rodrigo Sam,Juventude,LCB,30,50000,2027-12-31,23,2244,4,2.0,Brazil,Brazil,right,187,86,no
Marcelo,Confiança,LB,27,50000,,19,1694,1,0.11,Brazil,Brazil,left,176,70,no
Crystopher,CRB,"LDMF, RCMF, LCMF",28,50000,2026-12-31,16,1400,4,1.86,Brazil,Brazil,right,174,69,no
Gustavo Henrique,Portuguesa,"RCB, LCB",26,50000,2028-12-31,13,904,1,0.24,Brazil,Brazil,right,192,88,no
Marcel Scalese,Amazonas,"LCB, LB",30,50000,2027-06-30,17,1652,1,0.83,Brazil,Brazil,left,190,83,no
Guilherme Mantuan,Novo Hamburgo,"RCMF, RDMF",28,50000,,15,1047,0,0.46,Brazil,"Brazil, Italy",right,178,70,no
Ryan,Samgurali,LCB,24,25000,2026-12-31,14,1345,1,0.62,Brazil,Brazil,left,187,79,no
Miller Dias,Atlético Alagoinhas,"AMF, CF, RCMF",33,0,,4,221,0,0.01,Brazil,Brazil,right,0,0,no
Serginho,Itabirito,"DMF, LCMF, RCMF",39,0,,11,783,0,0.18,Brazil,Brazil,right,177,70,no
Dinei,,CF,42,0,,14,291,0,0.08,Brazil,Brazil,right,185,80,no
Kadu,,"RCB, LCB",39,0,,10,870,0,0.44,Brazil,Brazil,right,190,80,no
Wilson,,GK,42,0,,25,2470,5,3.91,Brazil,Brazil,right,185,79,no
Moacir,Centro Oeste,"DMF, LCMF, RB",40,0,,8,496,0,0.0,Brazil,Brazil,right,185,73,no
Marcelo Toscano,Serra Branca EC,"CF, AMF",41,0,,18,1037,1,2.07,Brazil,Brazil,right,182,81,no
Clayton,,"RCMF, DMF, RDMF",37,0,,8,320,0,0.01,Brazil,Brazil,right,178,70,no
Roberto,,"CF, RW, RAMF",40,0,,15,722,0,1.08,Brazil,Brazil,right,180,79,no
Tito,,CF,37,0,,12,853,2,1.05,Brazil,Brazil,right,178,78,no
Alan Santos,Betim,RCB,35,0,2026-09-30,17,1494,0,0.35,Brazil,Brazil,right,184,76,no
Ewerton Páscoa,Villa Nova,"CB, RCB",37,0,,7,328,0,0.64,Brazil,Brazil,right,190,75,no
Jean Silva,Goiatuba EC,LW,37,0,,13,1035,2,0.86,Brazil,Brazil,right,173,66,no
Marcelo Sousa,Marcílio Dias,"LCB, RCB",31,0,2026-09-30,5,452,0,0.04,Brazil,Brazil,right,188,82,no
Marcos Aurélio,,AMF,42,0,,10,406,0,0.26,Brazil,Brazil,right,168,66,no
Luan,Gama,CF,37,0,,11,736,1,3.82,Brazil,Brazil,left,186,73,no
Betinho,Altos,CF,39,0,,16,1270,4,6.13,Brazil,Brazil,right,186,86,no
Manoel,Marcílio Dias,"LAMF, CF, LW",37,0,,19,1685,3,6.32,Brazil,Brazil,right,183,77,no
Fábio Aguiar,ASA,LCB,37,0,,4,212,0,0.17,Brazil,Brazil,right,186,78,no
Dos Santos,Independente PA,"LDMF, DMF, LCMF",38,0,,4,114,0,0.02,Brazil,Brazil,right,174,67,no
Marconi,Capital Brasilia,"LDMF, RDMF, LCMF",37,0,,8,593,0,0.14,Brazil,Brazil,right,175,72,no
Tony,Sergipe,RB,36,0,,1,11,0,0.0,Brazil,Brazil,right,177,72,no
Paulo Rangel,Tuna Luso,CF,41,0,,6,236,0,0.32,Brazil,Brazil,right,189,85,no
Felipe Cordeiro,Miramar,RB,34,0,,4,360,0,0.33,Brazil,Brazil,right,178,70,no
Mailson,,RCB,38,0,,16,1571,0,0.31,Brazil,Brazil,right,183,81,no
Willian Goiano,Inhumas,"LCB, RCB",37,0,,4,149,0,0.0,Brazil,Brazil,right,0,0,no
Raphael Luz,Aparecidense,"CF, AMF, LW",36,0,,17,1137,5,4.21,Brazil,Brazil,right,176,68,no
Fábio Alves,,LB,38,0,,19,1848,1,1.76,Brazil,Brazil,left,184,72,no
Jô,Jequié,RCMF,37,0,,18,1718,1,1.39,Brazil,Brazil,right,182,75,no
Mimica,Canaã Futebol Clube,RCB,40,0,,6,355,0,0.07,Brazil,Brazil,right,185,79,no
Pio,,"AMF, LDMF",38,0,,2,100,0,0.02,Brazil,Brazil,right,175,65,no
Flávio Torres,,CF,39,0,,19,1193,3,3.31,Brazil,Brazil,right,184,80,no
Michel,Marília,CF,37,0,,4,234,1,0.87,Brazil,Brazil,right,185,76,no
Julio Ferrari,,RB,37,0,,16,1191,0,0.55,Brazil,Brazil,,0,0,no
Clayton,North Esporte Clube,"DMF, RCMF, LCMF",34,0,,1,51,0,0.46,Brazil,Brazil,right,176,70,no
Jarbas,,RB,34,0,,1,59,0,0.0,Brazil,Brazil,,0,0,no
Renan Mota,,"LW, CF, AMF",34,0,,15,1060,1,1.29,Brazil,Brazil,right,169,66,no
Dico,,"LAMF, RAMF",38,0,,10,317,0,0.03,Brazil,Brazil,right,167,68,no
Dieguinho,,"AMF, CF",36,0,,19,1187,3,0.97,Brazil,Brazil,right,173,70,no
Lídio,Campinense,"RDMF, RCMF, LB",39,0,,4,192,0,0.14,Brazil,Brazil,right,183,83,no
Alvinho,,CF,34,0,,9,376,3,2.58,Brazil,Brazil,right,173,73,no
Luis Carlos,Clube Andraus Brasil,GK,38,0,,11,1000,0,0.0,Brazil,Brazil,right,190,80,no
Schumacher,,CF,39,0,,6,172,0,0.41,Brazil,"Brazil, Italy",left,192,87,no
Pablo,,"RCMF, DMF, LDMF",37,0,,7,434,0,0.09,Brazil,Brazil,right,176,70,no
William Alves,Santa Cruz,RCB,39,0,,4,218,0,0.22,Brazil,Brazil,right,186,90,no
Alexandre Villa,Inter Santa Maria,GK,43,0,,1,10,0,0.0,Brazil,Brazil,,0,0,no
Tinga,,"RCMF, LDMF, LCMF",35,0,,12,795,0,0.14,Brazil,Brazil,right,173,65,no
Marllon,Nacional SP,"CF, AMF",36,0,,13,775,2,1.52,Brazil,Brazil,right,169,62,no
Bruno Paulo,Audax Rio,"CF, AMF",36,0,,6,156,0,0.28,Brazil,Brazil,right,182,75,no
Felipe Menezes,,"CF, AMF",38,0,,15,685,5,1.03,Brazil,"Brazil, Italy",right,185,77,no
Mazola,Nacional SP,CF,37,0,,9,311,1,1.44,Brazil,Brazil,left,176,75,no
Pedro Henrique,,GK,40,0,,12,1187,0,0.0,Brazil,Brazil,right,190,84,no
Dionatan,,GK,41,0,,1,97,0,0.0,Brazil,Brazil,right,185,79,no
Alex Henrique,Goiatuba EC,CF,41,0,,25,2260,12,9.72,Brazil,Brazil,right,182,72,no
Diego Palhinha,,AMF,40,0,,4,281,0,0.11,Brazil,Brazil,left,178,74,no
Wesley Matos,,"LCB, RCB",40,0,,14,1152,0,0.6,Brazil,Brazil,right,183,82,no
Adriel,Goiânia,RB,34,0,,15,1053,0,0.1,Brazil,Brazil,right,174,0,no
Hercules,Icasa,"LDMF, LCMF",42,0,,2,157,0,0.0,Brazil,Brazil,right,178,78,no
Renato Alves,Aparecidense,"RCMF, RDMF, LCMF",34,0,,23,2039,0,1.0,Brazil,Brazil,right,183,72,no
Luiz Paulo,Acadêmica Vitória,CF,35,0,2026-09-30,7,124,1,0.7,Brazil,Brazil,right,187,79,yes
Pablo,Novo Hamburgo,"LCB, RCB",35,0,,4,175,0,0.13,Brazil,Brazil,right,191,88,no
Ricardo Lima,Kompong Dewa,LCB,32,0,,17,1680,1,1.43,Brazil,Brazil,right,189,78,no
Rodriguinho,Capital Brasilia,"LCMF, LDMF",32,0,,22,1875,1,0.99,Brazil,Brazil,right,175,71,no
Gilvan,Grêmio Sãocarlense,"LW, CF, LAMF",33,0,,21,837,2,0.81,Brazil,Brazil,,180,80,no
Derli,,"LCMF, RCMF",36,0,,4,100,0,0.0,Brazil,Brazil,right,181,76,no
Dim,Quixadá,"LDMF, RDMF, RCMF",37,0,,3,161,0,0.0,Brazil,Brazil,right,0,0,no
Cláudio Maradona,,"RAMF, RW, CF",31,0,,16,1195,4,1.88,Brazil,Brazil,both,182,79,no
Breno,,"LB, LWB",31,0,,3,207,0,0.0,Brazil,Brazil,left,174,68,no
Waldson,Aracaju,"RCB, LCB",33,0,,4,239,0,0.0,Brazil,Brazil,right,0,0,no
Zé Carlos,,LB,32,0,,15,1365,0,0.82,Brazil,Brazil,,0,0,no
Bruno Ferreira,Galo Maringá,RB,31,0,,9,285,0,0.02,Brazil,Brazil,right,180,70,no
Luís Soares,Maracanã,"RAMF, CF, LAMF",34,0,,3,231,0,0.0,Brazil,Brazil,right,179,77,no
Fernando,Águia Negra,GK,35,0,,4,341,0,0.0,Brazil,Brazil,,187,0,no
Matheus Leal,Juventus,"LB, LW",31,0,,3,21,0,0.0,Brazil,Brazil,left,178,72,no
Lucas Balardin,Goiatuba EC,"LCB, RCB",31,0,,4,316,0,0.0,Brazil,"Brazil, Portugal",right,189,80,no
Joãozinho,,"LW, RW, LAMF",32,0,,24,1439,4,2.99,Brazil,Brazil,left,176,68,no
Lucas Straub,Mixto,LCB,31,0,,5,375,0,0.09,Brazil,Brazil,,0,0,no
Bruno Henrique,Retrô,"RCMF, LCMF, LDMF",31,0,,17,793,0,0.35,Brazil,Brazil,right,0,0,no
Elielton,Monte Roraima ,"RAMF, RW",33,0,,17,1434,4,3.23,Brazil,Brazil,right,160,64,no
João Carlos,,RB,34,0,,5,233,0,0.0,Brazil,Brazil,right,181,75,no
Bruno Leite,,RB,33,0,,1,99,0,0.0,Brazil,Brazil,,0,0,no
Vitão,Barra,RCB,31,0,,16,1547,0,1.58,Brazil,Brazil,right,187,79,no
Natan,Barra,"RCMF, RDMF, DMF",31,0,,13,707,0,0.12,Brazil,Brazil,right,185,78,no
Fredson,Nacional AM,"LCB, CB",34,0,,17,1617,1,2.7,Brazil,Brazil,right,185,83,no
Jean Drosny,Paysandu,GK,32,0,,2,200,0,0.0,Brazil,Brazil,right,192,88,no
Jonathan,Porto Velho,GK,34,0,2026-09-14,17,1690,0,0.0,Brazil,Brazil,,0,0,no
Wellington Reis,ABC,"LCMF, RCMF, DMF",34,0,2027-03-30,20,1761,1,0.24,Brazil,Brazil,right,179,78,no
Afonso,Floresta EC,RCB,32,0,2026-10-30,7,544,1,0.22,Brazil,Brazil,right,186,85,no
Maicon Assis,Gaúcho,"CF, AMF, LCMF",36,0,,11,809,0,0.71,Brazil,Brazil,right,176,71,no
Calyson,Caxias,"LCMF, RWF, LW",33,0,2026-12-31,8,537,0,0.58,Brazil,Brazil,left,177,73,no
Elias,,RW,32,0,,1,14,0,0.0,Brazil,Brazil,right,169,62,no
Walfrido,Porto Velho,"RCMF, LCMF, DMF",31,0,,17,1126,1,0.26,Brazil,Brazil,right,187,88,no
Mateus Anderson,Capital Brasilia,"RW, RAMF",32,0,,12,546,2,1.75,Brazil,Brazil,left,175,65,no
Geovani,Brasiliense,"RWF, LW, RW",34,0,,12,395,1,0.23,Brazil,Brazil,left,170,63,no
Richardson,Capital Brasilia,"LCB, RCB",34,0,,23,2137,0,0.7,Brazil,Brazil,right,183,86,no
Robson Alemão,CRAC,"LCMF, LDMF, DMF",31,0,,15,1288,0,1.01,Brazil,Brazil,right,180,64,no
Guilherme Garré,América RJ,"CF, LWF",33,0,2026-09-30,4,174,0,0.0,Brazil,Brazil,right,174,71,no
Mauri,Paulista,"RCMF, LDMF",33,0,,2,40,0,0.0,Brazil,Brazil,left,171,65,no
Ícaro,Confiança,"RCB, CB, LCB",32,0,,23,2152,0,0.39,Brazil,Brazil,right,183,68,no
Jefinho,Ferroviário,CF,32,0,,16,689,1,2.09,Brazil,Brazil,right,185,73,no
Edson Cariús,Icasa,CF,37,0,,18,1723,3,6.27,Brazil,Brazil,right,184,79,no
Henrique Silva,Volta Redonda,"RCMF, RDMF, DMF",31,0,,7,378,0,0.17,Brazil,Brazil,right,175,74,no
Magno Souza,Maricá,"RCMF, RDMF",35,0,,16,1357,0,0.26,Brazil,Brazil,right,167,74,no
Diego Lorensi,,RCMF,36,0,,1,26,0,0.0,Brazil,Brazil,right,182,80,no
Parrudo,Uberlândia,"RCMF, LCMF",32,0,,4,264,0,0.04,Brazil,Brazil,right,178,78,no
Oliveira,,RB,35,0,,6,291,0,0.0,Brazil,Brazil,right,176,75,no
Emerson Carvalho,São Raimundo RR,"LB, LW",33,0,2026-07-07,17,1348,0,0.18,Brazil,Brazil,left,168,58,no
Luiz Fernando,Jequié,"RW, RAMF",32,0,,13,708,0,0.9,Brazil,Brazil,left,169,56,no
Ítalo,Juazeirense,"CF, LW",33,0,2026-09-30,18,1728,2,2.07,Brazil,Brazil,right,175,71,no
Tcharlles,Porto Velho,CF,34,0,,10,896,4,2.85,Brazil,Brazil,right,175,68,no
Felipinho,,RB,33,0,,6,310,0,0.07,Brazil,Brazil,,0,0,no
Patrick Santos,North Esporte Clube,"LDMF, DMF, LCMF",32,0,,5,241,0,0.0,Brazil,Brazil,left,179,66,no
Cesinha,Serra Branca EC,RB,32,0,2026-09-30,2,180,0,0.0,Brazil,Brazil,right,170,69,no
Vinicius Barba,,"LCMF, RCMF, RDMF",33,0,,2,139,0,0.0,Brazil,Brazil,,0,0,no
Luiz Paulo,Náutico,LB,33,0,2026-11-30,20,1702,0,0.39,Brazil,Brazil,left,179,71,no
Romarinho,Inter de Limeira,AMF,31,0,2026-10-30,1,49,0,0.0,Brazil,Brazil,left,175,64,no
Willian Anicete,Horizonte,CF,32,0,2026-09-15,2,113,0,0.15,Brazil,Brazil,right,177,66,no
Márcio,São Raimundo,LCB,32,0,,2,116,0,0.0,Brazil,Brazil,,0,0,no
Bremer,Barcelona BA,RCB,32,0,,6,537,0,0.18,Brazil,Brazil,,0,0,no
Filipe Ramon,,LB,33,0,,13,891,0,0.14,Brazil,Brazil,,164,60,no
Rodrigo Fumaça,North Esporte Clube,"LAMF, RW",31,0,2026-09-30,2,177,0,0.33,Brazil,Brazil,right,172,72,no
Paulo Gianezini,Brusque,GK,35,0,,7,689,0,0.0,Brazil,Brazil,left,186,81,no
Marcos Júnior,Brasiliense,"RCMF, RDMF",31,0,2027-04-30,17,1209,1,1.1,Brazil,Brazil,right,180,70,no
Adauto Júnior,Tuna Luso,"AMF, CF, LCMF",32,0,,5,143,0,0.64,Brazil,Brazil,right,175,70,no
Dione,Itabaiana,"CF, AMF",32,0,,18,1455,5,3.76,Brazil,Brazil,left,170,64,no
Yuri Ferraz,Noroeste,RB,31,0,,11,807,0,0.49,Brazil,Brazil,right,180,83,no
Ruy,,"CF, AMF",37,0,,10,297,1,0.22,Brazil,Brazil,left,170,69,no
Lionn,,RB,37,0,,4,122,0,0.01,Brazil,"Brazil, Portugal",right,184,75,no
Marcos Martins,Santa Cruz RS,"RB, RWB",36,0,,8,637,0,0.28,Brazil,Brazil,right,176,75,no
Eduardo Moura,Confiança,LCB,33,0,,7,599,0,0.13,Brazil,Brazil,left,191,91,no
Maicon Souza,,"LDMF, LCMF, LB",36,0,,3,205,0,0.0,Brazil,Brazil,left,187,75,no
Eder Lima,Capital Brasilia,"LCB, LB",40,0,,8,500,0,0.08,Brazil,Brazil,left,186,73,no
Edgar Silva,,RCB,36,0,,1,95,0,0.0,Brazil,Brazil,,190,82,no
Lucas Douglas,Água Santa,"RW, LW, RCMF",32,0,2026-09-15,9,596,1,0.08,Brazil,Brazil,,180,77,no
Gabriel,,"CB, RCB, LB",36,0,,5,290,0,0.0,Brazil,Brazil,right,187,80,no
