Player,Team,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Birth country,Passport country,Foot,Height,Weight,On loan
D. García,Numancia,"CF, LW, AMF",27,300000,,36,2281,6,9.49,Spain,Spain,both,180,72,no
M. Gómez,Ferencváros,"LCB, RCB",27,300000,2028-06-30,31,2964,1,1.97,Argentina,Argentina,right,194,86,no
José Calderón,Zalaegerszegi TE,LB,26,300000,2028-06-30,38,3576,3,2.43,Spain,Spain,left,170,60,no
Isma Ruiz,Córdoba,"LDMF, LCMF, DMF",25,300000,2028-06-30,35,2341,1,0.94,Spain,Spain,right,180,67,no
Guillermo Fernández,Semen Padang,CF,33,300000,,32,1560,4,5.26,Spain,Spain,right,181,71,no
Ernesto Gómez,Persik Kediri,"CF, RW",31,300000,2026-06-30,29,2360,2,4.94,Spain,Spain,right,174,69,no
Ale Díez,Stal Mielec,"RW, RB",30,300000,2026-06-30,24,1185,1,1.04,Spain,Spain,right,173,72,no
J. Igbekeme,Wisła Kraków,"LCMF, LDMF",30,300000,2027-06-30,31,2569,1,1.53,Nigeria,Nigeria,left,170,66,no
Pibe,Aktobe,"RAMF, RW, AMF",30,300000,2026-12-31,36,2928,6,3.58,Argentina,"Argentina, Spain",left,177,68,no
César Morgado,Gimnàstic Tarragona,LCB,33,300000,2026-06-30,29,2690,0,2.24,Spain,Spain,left,185,79,no
Gorka Pérez,Arenteiro,RCB,31,300000,2026-06-30,26,2317,0,0.91,Spain,Spain,right,186,80,no
L. Veldwijk,Emirates,CF,34,300000,,6,184,0,0.79,Netherlands,"Netherlands, South Africa",both,197,94,no
Pablo Fernández,União de Leiria,"CF, AMF",29,300000,2027-06-30,41,3535,7,6.68,Spain,Spain,right,192,85,no
Leandro Martínez,Kitchee,"CF, AMF",31,300000,,35,2315,7,8.03,Spain,Spain,right,175,69,no
Alain Oyarzun,Kanchanaburi Power,"RAMF, LAMF, RW",32,300000,2026-06-30,31,2009,2,2.4,Spain,Spain,left,183,73,no
Carlos Doncel,Mérida AD,"RW, RAMF",29,300000,2027-06-30,28,1532,2,3.83,Spain,Spain,left,167,64,no
Manu Molina,Eldense,"LDMF, DMF, RCMF",34,300000,,32,2443,0,0.16,Spain,Spain,right,177,72,no
Pedro León,Real Murcia,"RW, LW, AMF",39,300000,,30,1869,3,2.98,Spain,Spain,right,183,73,no
José Ángel Carrillo,,CF,32,300000,,34,2424,9,7.95,Spain,"Spain, Philippines",right,191,82,no
Rubén Díez,Real Zaragoza,"AMF, LW, LAMF",32,300000,2028-06-30,35,1759,2,2.07,Spain,Spain,right,170,62,no
David del Pozo,Ibiza,"RCMF, RDMF",29,300000,,37,3572,6,4.55,Spain,Spain,right,178,70,no
Roberto Olabe,Turan-T,"LCMF, LDMF, RCMF",30,300000,2027-06-30,32,1323,0,0.34,Spain,Spain,left,175,70,no
Kike Márquez,Extremadura 1924,"AMF, CF",36,300000,2027-06-30,38,2115,7,6.12,Spain,Spain,right,176,72,no
Primi Férriz,Intercity SJ D' Alacant,"LCB, RCB",30,300000,,29,2695,3,3.21,Spain,Spain,right,186,80,no
Dani Martín,Cherno More,LB,29,300000,,17,1353,0,0.19,Spain,Spain,left,171,72,no
Rubén Rochina,,"RW, CF, RCMF",35,300000,,11,677,1,0.79,Spain,Spain,left,182,76,no
Óscar Gil,Real Murcia,"CB, DMF, LCB",31,300000,2027-06-30,32,2615,2,2.07,Spain,Spain,right,184,75,no
Tomás Sánchez,Algeciras,LB,32,300000,2029-06-30,32,2982,0,0.25,Spain,Spain,left,171,66,no
Andoni López,Ponferradina,LB,30,300000,2027-06-30,33,2570,0,1.19,Spain,Spain,left,187,78,no
Germán Parreño,Deportivo La Coruña,GK,33,300000,2028-06-30,31,3049,0,0.0,Spain,Spain,right,191,78,no
Nacho González,Ibiza,LCB,31,300000,2027-06-30,35,3227,2,1.0,Spain,Spain,right,185,77,no
José Ángel,Deportivo La Coruña,"LCMF, LDMF, RDMF",34,300000,2027-06-30,35,3320,1,2.87,Spain,Spain,left,183,65,no
Dani Romera,Borac Banja Luka,"CF, RW",30,300000,2027-06-30,26,1004,4,6.31,Spain,Spain,right,172,66,no
Mario García,Huesca,"CF, RCMF, RDMF",29,300000,2027-06-30,32,2554,2,4.26,Spain,Spain,right,0,0,no
Ander Vidorreta,Pontevedra,"RCMF, RDMF",29,300000,2027-06-30,35,2795,1,1.08,Spain,Spain,right,187,75,no
Rodri Suárez,Cultural Leonesa,"RCB, LCB",23,300000,2027-06-30,29,2736,0,0.98,Spain,Spain,right,186,80,no
B. Fiabema,ADO Den Haag,CF,23,300000,2027-06-30,30,2076,5,3.51,Norway,Norway,right,183,73,yes
Fabio Blanco,Vitória Guimarães,"RAMF, RW, LW",22,300000,2029-06-30,18,988,0,1.57,Spain,Spain,right,179,71,no
Slavy,Eibar,CF,22,300000,2026-06-30,33,1617,13,6.71,Spain,"Spain, Bulgaria",right,183,78,no
Álvaro Bastida,UD Ourense,"LCMF, RCMF",22,300000,2027-06-30,19,848,0,0.53,Spain,Spain,right,170,60,no
Ángel Alarcón,Utrecht,"LWF, LW, RW",22,300000,2029-06-30,12,570,2,2.42,Spain,Spain,right,175,67,no
Rafa Obrador,Benfica,"LB, LWB",22,300000,2030-06-30,34,2587,0,0.43,Spain,Spain,left,184,71,no
M. Šviderský,Slovácko,"RCMF, AMF",23,300000,2028-06-30,9,602,1,0.39,Slovakia,Slovakia,left,184,70,no
M. Azeez,Morecambe,"LCMF, CF, DMF",23,300000,2028-06-30,14,915,1,0.84,England,"England, Nigeria",right,180,65,no
Dorian Hanza,Viborg,CF,25,250000,2029-06-30,24,949,1,3.16,Spain,"Spain, Equatorial Guinea",right,189,78,no
M. Solar,Mérida AD,"AMF, RCMF",26,250000,2027-06-30,35,2384,6,6.55,Spain,Spain,right,175,70,no
Asier Córdoba,Miedź Legnica,"LAMF, LW",26,250000,2027-06-30,32,1187,2,1.85,Spain,Spain,left,184,70,no
Antonio Leal,Feirense,"LCB, CB, RCB",27,250000,2026-06-30,30,2281,1,2.31,Spain,Spain,right,189,80,no
Manu Lama,Granada,"LCB, RCB",25,250000,2027-06-30,36,3512,4,3.55,Spain,Spain,right,192,78,no
Víctor Narro,Real Murcia,"RW, RAMF",27,250000,2028-06-30,30,1620,2,1.8,Spain,Spain,left,176,78,yes
Nacho Quintana,Eldense,"LW, LAMF, CF",25,250000,2026-06-30,36,3138,6,4.52,Spain,Spain,right,178,75,no
Jon Guruzeta,Eibar,"AMF, RW",26,250000,2027-06-30,34,2741,2,4.02,Spain,Spain,right,185,78,no
Toni Herrero,Farense,"LB, LCB",25,250000,2027-06-30,34,3080,3,1.19,Spain,Spain,left,179,74,no
A. Shashoua,,"AMF, LW, CF",25,250000,,26,1874,1,0.88,England,"England, Venezuela",right,177,64,no
Clau Mendes,Casa Pia AC,CF,25,250000,2026-06-30,29,2571,7,6.48,Spain,"Spain, Guinea-Bissau",left,186,78,no
Raúl Dacosta,Cartagena,"LW, LWF",24,250000,2027-06-30,25,1830,3,1.61,Spain,Spain,right,175,70,no
J. Escobar,Ceuta,CF,24,250000,2028-06-30,33,2854,11,8.84,Spain,Spain,right,188,79,no
Óscar Sanz,Sabadell,"RDMF, RCMF, LDMF",26,250000,2028-06-30,27,1969,1,0.78,Spain,Spain,right,183,78,no
David Astals,Ibiza,"RB, RWB",24,250000,2027-06-30,37,3482,1,0.3,Spain,Spain,right,175,68,no
Javier Avilés,Algeciras,"LAMF, CF",28,250000,2028-06-30,11,350,0,0.18,Spain,Spain,right,181,72,no
Pepe Mena,Recreativo Huelva,"DMF, RDMF",28,250000,,27,2086,2,2.01,Spain,Spain,right,175,72,no
Y. Diori,,LCB,28,250000,,36,3495,1,1.38,Niger,Niger,right,183,79,no
Diego Esteban,Panetolikos FC,"RW, RAMF",26,250000,2027-06-30,29,2477,4,2.78,Spain,Spain,left,183,68,no
Marc Baró,União de Leiria,LB,26,250000,2027-06-30,30,2937,2,1.66,Spain,Spain,left,184,72,no
David Rodríguez,Tenerife,RB,26,250000,2028-06-30,35,2997,1,1.43,Spain,Spain,right,179,70,no
Chema Núñez,Real Murcia,RCMF,28,250000,2027-06-30,35,2636,2,3.0,Spain,Spain,right,175,64,no
Alvaro Carrillo,Huesca,"RCB, RB",24,250000,2029-06-30,20,1844,0,0.26,Spain,Spain,right,182,71,no
P. Martínez,Gimnàstic Tarragona,"RW, RAMF, LW",25,250000,2027-06-30,32,1802,2,1.54,Spain,Spain,right,168,66,no
Pablo Pérez,Atlético Madrid,LB,24,250000,2027-06-30,32,2921,1,0.34,Spain,Spain,left,174,65,no
A. Lottin,Castellón,LCMF,24,250000,2027-06-30,11,737,1,0.2,France,"France, Cameroon",right,181,60,no
F. Ofoli,,"RCB, LCB",26,250000,,18,1674,0,0.85,Ghana,Ghana,right,186,85,no
Cristo Romero,Real Murcia,LB,26,250000,2027-06-30,38,3335,2,0.96,Spain,Spain,left,174,62,no
Guillem Jaime,Egnatia Rrogozhinë,RB,27,250000,2027-06-30,31,2585,1,1.0,Spain,Spain,right,177,70,no
Jaime Sánchez,Penafiel,"RCB, RB, DMF",31,250000,2027-06-30,22,1386,1,1.24,Spain,Spain,right,185,77,no
Paris Adot,Algeciras,RB,36,250000,2027-06-30,26,2011,0,0.47,Spain,Spain,right,172,70,no
Sangalli,Real Unión,"LCMF, RDMF, RCMF",31,250000,2027-06-30,19,914,1,0.66,Spain,"Spain, Italy",right,167,62,no
Pol Llonch,Helmond Sport,"RCMF, DMF",33,250000,2027-06-30,20,1159,2,1.72,Spain,Spain,right,170,66,no
Álvaro Barbosa,,LB,33,250000,,29,2564,0,1.13,Spain,"Spain, Bolivia",left,181,78,no
Brais Abelenda,Pontevedra,CF,30,250000,2026-06-30,29,1283,3,2.02,Spain,Spain,right,180,73,no
Vitra,,"RCMF, LCB, RDMF",31,250000,,30,2137,0,0.31,Spain,Spain,right,187,78,no
Erik Ruiz,Zamora,LCB,31,250000,2026-06-30,34,3285,1,0.87,Spain,Spain,left,184,79,no
Jozabed,,"LCMF, RCMF, RDMF",35,250000,,33,2889,1,1.77,Spain,Spain,right,180,65,no
Willy Ledesma,,CF,37,250000,,33,2356,9,9.05,Spain,Spain,right,185,77,no
Borja Martínez,Alcorcón,"LW, LAMF",32,250000,2026-06-30,36,2882,9,8.19,Spain,Spain,left,177,70,no
Borja Martínez,Persijap,"LDMF, LCMF",31,250000,,40,3225,2,1.23,Spain,Spain,right,178,74,no
Jordi Calavera,Polonia Bytom,"RCB, RB",30,250000,2026-06-30,11,942,0,0.01,Spain,Spain,right,180,74,no
Jon Ander Amelibia,Juventud Torremolinos,"RCB, CB",32,250000,2026-06-30,25,2327,0,0.79,Spain,"Spain, Portugal",right,180,76,no
Álvaro Bustos,Real Murcia,"LW, LAMF, RW",30,250000,2027-06-30,17,616,2,2.38,Spain,Spain,left,176,72,no
José Carlos Márquez,Algeciras,LB,29,250000,2028-06-30,35,3140,0,0.38,Spain,Spain,left,0,0,no
Markel Lozano,Mirandés,"RCMF, DMF, RDMF",30,250000,2028-06-30,34,3064,1,1.51,Spain,Spain,right,190,84,no
Jon Rojo,Sestao River,LB,29,250000,2027-06-30,30,1999,2,1.6,Spain,Spain,left,180,70,no
Berto Cayarga,Real Avilés,"RAMF, LW, LAMF",29,250000,2027-06-30,16,478,0,0.35,Spain,Spain,right,170,63,no
Álex Mula,Lincoln Red Imps,"RAMF, RW, LAMF",29,250000,2027-06-30,18,833,0,1.09,Spain,Spain,right,178,70,no
Arturo Molina,,"LW, RCMF, LAMF",29,250000,,28,1141,0,1.49,Spain,Spain,right,183,68,no
Manu García,Marbella,GK,35,250000,,30,2933,0,0.0,Spain,Spain,right,192,83,no
Pedro López,Ceuta,GK,31,250000,2028-06-30,38,3770,0,0.0,Spain,Spain,right,189,80,no
Ñito González,Real Jaén,"AMF, CF, LCMF",33,250000,,37,2161,4,6.1,Spain,Spain,right,169,63,no
Redru,Ceuta,LB,29,250000,2027-06-30,38,3775,0,2.28,Spain,Spain,left,178,72,no
Fer Román,,"RCB, CB",32,250000,,32,3062,0,1.29,Spain,Spain,right,194,79,no
Cristian Herrera,Intercity SJ D' Alacant,"LW, AMF, CF",32,250000,,35,2478,7,5.68,Spain,Spain,right,177,70,no
José Carlos,Recreativo Huelva,LCB,30,250000,2028-06-30,36,3344,0,1.24,Spain,Spain,left,182,75,no
Alberto González,Real Murcia,"RCB, LCB",33,250000,2027-06-30,33,3121,3,2.63,Spain,Spain,right,183,77,no
Dani Vega,Polonia Warszawa,"LW, LAMF",29,250000,2027-06-30,35,2440,1,2.02,Spain,Spain,right,176,70,no
Caye Quintana,,CF,32,250000,,35,2755,10,9.13,Spain,Spain,right,180,74,no
J. Núñez,Intercity SJ D' Alacant,"DMF, LDMF, LCMF",33,250000,,36,3325,2,2.88,Panama,Panama,right,181,70,no
Antonio Domínguez,,"RW, RAMF",33,250000,,34,2541,6,2.76,Spain,Spain,left,178,70,no
Alberto Escassi,Marbella,RCB,37,250000,,33,3107,6,3.19,Spain,Spain,right,186,75,no
Carlos Albarrán,Córdoba,RB,32,250000,2027-06-30,39,3807,4,2.56,Spain,Spain,right,187,74,no
Luis Alcalde,Unionistas de Salamanca,"AMF, LCMF, CF",31,250000,2027-06-30,35,2940,5,6.22,Spain,Spain,right,184,76,no
Fran Varela,Melilla,LB,31,250000,,34,3193,0,0.64,Spain,Spain,left,174,68,no
Jaume Valens,,GK,30,250000,,30,2925,0,0.0,Spain,Spain,right,187,80,no
Pablo Ganet,Persita,"AMF, LDMF, LCMF",31,250000,,27,1219,1,1.87,Spain,"Spain, Equatorial Guinea",right,182,72,no
Emilio Nsue,Intercity SJ D' Alacant,"CF, RB, RAMF",36,250000,,30,2399,11,6.82,Spain,"Spain, Equatorial Guinea",right,181,75,no
Rafa Gálvez,Ciudad de Lucena,LCB,33,250000,2027-06-30,22,1790,0,0.94,Spain,Spain,left,190,81,no
Eneko Undabarrena,Ponferradina,"RDMF, LCMF, DMF",33,250000,2027-06-30,35,3346,0,1.07,Spain,Spain,right,184,77,no
Pol Roigé,Intercity SJ D' Alacant,"LAMF, LW, RW",32,250000,,36,2687,5,4.12,Spain,Spain,right,178,72,no
Álvaro Pérez,Pontevedra,"LCB, RCB",30,250000,,33,2895,4,4.42,Spain,Spain,right,183,77,no
Iago Indias,Ibiza,"RCB, RCMF, DMF",30,250000,,27,1927,1,1.29,Spain,Spain,right,181,72,no
V. Pastrana,Lugo,"RW, LW, LAMF",29,250000,,38,2752,1,2.9,Spain,Spain,left,180,70,no
Borja Fernández,Europa,"RCMF, RDMF",30,250000,,35,2948,2,2.81,Spain,Spain,right,178,71,no
Raúl Beneit,Mérida AD,"RB, LCMF",31,250000,2027-06-30,34,2765,0,1.43,Spain,Spain,right,172,65,no
Luis Acosta,,"LCMF, RCMF, DMF",31,250000,,34,3149,0,0.61,Spain,Spain,right,180,69,no
Antonio Montoro,Sant Andreu,"RCB, LCB",29,250000,2027-06-30,32,2993,0,0.3,Spain,Spain,right,182,75,no
Gaizka Martínez,Real Unión,"RCB, LCB",29,250000,2027-06-30,34,3223,2,1.45,Spain,Spain,right,190,75,no
Juanpe,Málaga,"LCMF, RDMF, LDMF",30,250000,2028-06-30,26,842,0,0.52,Spain,Spain,right,184,77,no
