Player,Team,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Birth country,Passport country,Foot,Height,Weight,On loan
Sebastián Araujo,Junior,,29,50000,,1,90,0,0.0,Colombia,Colombia,right,187,87,no
G. Poncet,,CF,34,50000,,14,864,2,1.27,Uruguay,Uruguay,right,187,83,no
M. Jiménez,Deportes Quindío,GK,30,50000,,23,2191,0,0.0,Colombia,Colombia,,178,0,no
Y. Orozco,,RB,32,50000,,1,50,0,0.13,Colombia,Colombia,right,171,64,no
J. Sánchez,,GK,32,50000,,13,1187,0,0.0,Colombia,Colombia,right,186,81,no
R. Sánchez,,GK,42,50000,,37,3482,0,0.01,Colombia,Colombia,right,186,80,no
J. Palomino,,"DMF, LCMF, RDMF",37,50000,,16,1521,2,3.84,Colombia,Colombia,right,182,70,no
F. Mercado,,"CF, LWF",36,50000,,24,1738,11,8.26,Colombia,Colombia,left,174,74,no
J. Muñoz,,"DMF, LCB, RCB",37,50000,,13,1073,0,0.92,Colombia,Colombia,right,178,75,no
I. Rivas,,"CF, LWF",38,50000,,13,877,7,6.87,Colombia,Colombia,right,177,73,no
D. López,Jaguares de Córdoba,CF,34,50000,2026-12-31,18,548,2,2.83,Colombia,Colombia,right,176,74,no
C. Moreno,,RB,34,50000,,20,1796,1,0.2,Colombia,Colombia,right,171,70,no
G. Gómez,Real Cartagena,GK,29,50000,2026-12-31,6,541,0,0.05,Colombia,Colombia,,184,74,no
M. Arias,,GK,28,50000,,18,1675,0,0.0,Colombia,Colombia,left,188,81,no
