Player,Team,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Birth country,Passport country,Foot,Height,Weight,On loan
K. Grabara,Wolfsburg,GK,27,12000000,2028-06-30,23,2166,0,0.0,Poland,Poland,right,195,85,no
G. Isaksen,Lazio,"RWF, CF, LWF",25,12000000,2028-06-30,32,2677,18,11.04,Denmark,Denmark,left,181,65,no
A. Grønbæk,Hamburger SV,"LCMF, RCMF",25,12000000,2030-06-30,4,135,0,0.07,Denmark,Denmark,right,176,73,no
M. Daramy,Reims,"LWF, LW",24,10000000,2028-06-30,28,2290,8,6.29,Denmark,"Denmark, Sierra Leone",right,180,71,no
R. Onyedika,Club Brugge,"RCMF, DMF",25,10000000,2031-06-30,6,581,0,0.6,Nigeria,Nigeria,right,184,78,no
M. Hermansen,West Ham United,GK,25,9000000,2030-06-30,27,2621,0,0.0,Denmark,Denmark,right,187,81,no
R. Bardghji,Barcelona,"RWF, RW",20,9000000,2029-06-30,19,709,3,4.34,Sweden,"Sweden, Syria",left,173,70,no
M. Bidstrup,Olympique Lyonnais,"RCMF, DMF",25,9000000,2031-06-30,30,2794,0,0.79,Denmark,Denmark,right,175,70,no
A. Nagalo,Konyaspor,LCB,23,7000000,2029-06-30,28,2656,1,1.76,Burkina Faso,"Burkina Faso, Côte d'Ivoire",right,185,75,yes
Diogo Gonçalves,Konyaspor,"RWF, LAMF, CF",29,5500000,2028-06-30,14,831,6,6.78,Portugal,Portugal,right,178,70,no
E. Jelert,Southampton,"RB, LB, RWB",23,5500000,2029-06-30,26,2080,1,0.94,Denmark,Denmark,right,178,71,yes
C. Tengstedt,Feyenoord,CF,25,5000000,2029-06-30,3,241,0,1.8,Denmark,Denmark,right,184,79,no
D. Vavro,Wolfsburg,RCB,30,5000000,2027-06-30,29,2638,1,2.48,Slovakia,Slovakia,right,189,81,no
M. Stamenić,Swansea City,"DMF, RCMF",24,5000000,2029-06-30,15,827,0,0.15,New Zealand,"New Zealand, Serbia",right,188,78,no
O. Óskarsson,Real Sociedad,"CF, LWF",21,5000000,2030-06-30,4,102,0,0.05,Iceland,Iceland,right,186,78,no
V. Claesson,Värnamo,"LCMF, CF",34,4500000,2029-12-31,30,2823,12,10.83,Sweden,Sweden,right,183,80,no
K. Diks,Borussia M'gladbach,"RB, LB, LCB",29,4000000,2030-06-30,24,1488,1,1.72,Netherlands,Netherlands,right,182,73,no
M. Diomandé,Rangers,"LCMF, LWF",24,4000000,2028-06-30,32,2659,5,6.0,Côte d'Ivoire,"Côte d'Ivoire, Ghana",left,175,75,no
I. Jóhannesson,Köln,"RW, RWF, LCMF",23,3500000,2030-06-30,22,954,1,2.79,England,"England, Iceland",left,184,72,no
W. Bøving,Mainz 05,"RW, RCMF, LW",23,3500000,2029-06-30,3,71,0,0.01,Denmark,Denmark,both,176,67,no
E. Achouri,San Diego,LWF,27,3500000,2029-06-30,25,1646,6,4.18,France,"France, Tunisia",right,177,68,no
M. Ryan,,GK,34,3500000,,6,593,0,0.18,Australia,"Australia, Scotland",right,184,82,no
M. Frøkjær-Jensen,Brøndby,"AMF, LAMF",26,3200000,2029-06-30,28,2206,8,5.99,Denmark,Denmark,right,186,79,no
A. Gaaei,Ajax,RB,23,3000000,2028-06-30,28,2636,0,0.79,Denmark,Denmark,right,183,73,no
L. Lerager,Widzew Łódź,RCMF,32,3000000,2028-06-30,30,2431,6,4.94,Denmark,Denmark,right,188,80,no
O. Villadsen,Brøndby,RB,24,3000000,2029-06-30,31,2954,0,1.53,Denmark,Denmark,right,173,67,no
L. Hey,Anderlecht,"LCB, CB",22,3000000,2029-06-30,24,2090,0,1.39,Denmark,Denmark,right,189,80,no
F. Alves,Brøndby,RCB,26,2500000,2028-06-30,17,800,0,0.17,Denmark,"Denmark, Brazil",right,195,78,no
A. Ben Slimane,Norwich City,"RCMF, AMF, LCMF",25,2500000,2028-06-30,30,1434,3,2.8,Denmark,"Denmark, Tunisia",right,188,86,no
E. Sabbi,Vancouver Whitecaps,"CF, RAMF",28,2500000,2027-12-31,19,1446,8,8.01,Ghana,"Ghana, United States",right,179,70,no
K. Olsson,,"LCMF, RCMF",31,2500000,,24,2220,5,2.91,Sweden,Sweden,right,178,70,no
T. Slotsager,Hellas Verona,"LCB, RCB",20,2200000,2028-06-30,12,1035,0,0.29,Denmark,Denmark,right,189,80,no
L. Engel,Real Salt Lake,LB,27,2200000,2028-12-31,25,2316,1,0.51,Denmark,Denmark,left,178,72,no
A. Gigović,Young Boys,"LDMF, LW, LCMF",24,2000000,2029-06-30,25,2031,1,2.76,Sweden,"Sweden, Bosnia and Herzegovina",right,187,77,no
R. Lauritsen,Brøndby,"CB, RCB",30,2000000,2027-06-30,9,754,0,0.69,Denmark,Denmark,right,186,79,no
H. Evjen,Bodø / Glimt,"AMF, RCMF, RWF",26,2000000,2028-12-31,15,906,3,0.99,Norway,Norway,left,178,68,no
M. Divković,Brøndby,CF,27,2000000,2028-06-30,11,493,0,1.01,Croatia,Croatia,left,181,74,no
M. Frese,Hellas Verona,"LB, LCB",28,2000000,2027-06-30,26,2123,2,1.64,Denmark,Denmark,left,179,75,no
W. Faghir,Vejle,CF,22,2000000,2028-06-30,16,636,4,4.86,Denmark,"Denmark, Afghanistan",right,186,83,no
B. Nygren,Celtic,"CF, RWF",24,2000000,2029-06-30,25,900,3,4.13,Sweden,Sweden,left,188,80,no
O. Sonne,Sparta Praha,RB,25,2000000,2029-06-30,29,2598,4,2.91,Denmark,"Denmark, Peru",right,184,76,yes
A. Daghim,Wolfsburg,"AMF, CF",20,2000000,2028-06-30,3,18,0,0.08,Denmark,"Denmark, Palestine",left,186,80,yes
R. Carstensen,AGF,RB,25,2000000,2030-06-30,3,289,0,0.03,Denmark,Denmark,right,183,77,no
F. Bundgaard,Brøndby,CF,21,2000000,2029-06-30,31,1770,4,5.78,Denmark,Denmark,left,176,67,no
O. Omoijuanfo,Changchun Yatai,CF,32,1800000,2026-12-31,24,2110,13,14.05,Norway,Norway,right,188,75,no
W. Clem,København,DMF,21,1800000,2027-06-30,17,1114,0,0.37,Denmark,"Denmark, Norway",right,178,74,no
Ž. Zaletel,Viborg,LCB,26,1800000,2027-12-31,26,2415,0,1.56,Slovenia,Slovenia,right,185,81,no
S. Thórdarson,Hannover 96,RCMF,27,1800000,2029-06-30,27,1832,1,1.93,Iceland,Iceland,right,189,76,no
L. Prip,Hvidovre,"RWF, RW",28,1600000,2028-06-30,32,2260,1,5.4,Denmark,Denmark,left,182,72,no
E. Kahl,AGF,"LWB, LB",24,1500000,2029-06-30,31,1638,0,0.39,Sweden,"Sweden, Thailand",left,181,69,no
J. Radošević,Istra 1961,"DMF, RCMF",32,1500000,2027-06-30,27,1922,3,2.41,Croatia,Croatia,right,180,74,no
K. Tshiembe,Vålerenga,"LCB, RCB",29,1500000,2027-12-31,28,2250,0,0.54,Denmark,"Denmark, Congo DR",right,186,83,no
A. Ementa,Zulte-Waregem,CF,24,1500000,2028-06-30,20,789,0,2.46,Denmark,"Denmark, Nigeria",right,202,84,no
E. Chilufya,Midtjylland,"LWF, CF",26,1500000,2028-12-31,26,714,1,1.59,Zambia,Zambia,right,171,65,no
L. Coulibaly,Auxerre,"RWF, LWF, RCMF",23,1500000,2028-06-30,20,540,2,2.97,Côte d'Ivoire,Côte d'Ivoire,right,186,70,no
E. Marcondes,Norwich City,"CF, LWF",31,1500000,2026-06-30,8,514,3,2.56,Denmark,"Denmark, Brazil",right,182,75,no
L. Lund,Viborg,GK,26,1500000,2027-06-30,33,3223,0,0.0,Denmark,Denmark,right,195,85,no
J. Christensen,Molde,"DMF, RCMF",24,1500000,2028-12-31,30,2864,0,0.52,Denmark,Denmark,right,180,70,no
T. Chukwuani,Rangers,"LCMF, DMF",23,1500000,2029-06-30,23,1575,1,0.54,Denmark,"Denmark, Nigeria",right,187,74,no
S. Kaba,OH Leuven,CF,30,1500000,,16,1118,2,5.32,Guinea,Guinea,right,191,80,no
F. Beijmo,,RWB,28,1500000,,14,1330,0,1.19,Sweden,Sweden,right,185,82,no
V. Lund,Vejle,LCB,23,1400000,2027-12-31,19,1390,1,0.83,Denmark,Denmark,left,193,83,yes
P. Sisto,Larissa,LWF,31,1300000,2026-06-30,12,835,3,2.11,South Sudan,"South Sudan, Denmark",right,172,64,no
K. Finnsson,Vålerenga,"LB, LWB, LW",26,1200000,2029-12-31,15,1215,1,1.65,Iceland,Iceland,left,181,77,yes
O. Bundgaard,Viborg,LB,25,1200000,2028-06-30,25,1929,1,1.64,Denmark,Denmark,left,182,72,no
E. Sviatchenko,Houston Dynamo,"LCB, RCB, CB",34,1200000,2026-12-31,16,1297,0,0.75,Denmark,"Denmark, Ukraine",right,185,82,no
J. Bell,Viking,"DMF, LDMF, LCMF",27,1200000,2027-12-31,18,1149,0,0.22,England,"England, New Zealand",right,182,77,no
O. Schwartau,Norwich City,"AMF, RWF, CF",20,1200000,2028-06-30,18,670,4,2.85,Denmark,Denmark,right,186,77,no
T. Santos,Motor Lublin,"RWB, RB",27,1200000,2027-06-30,30,2752,4,2.22,Denmark,"Denmark, Brazil",right,178,68,no
N. Dyhr,Randers,"LB, LWB",24,1200000,2028-06-30,13,752,1,0.15,Denmark,Denmark,left,179,66,no
N. Mantl,Blau-Weiß Linz,GK,26,1200000,2028-06-30,8,790,0,0.0,Germany,Germany,right,193,88,yes
A. Klynge,Jagiellonia Białystok,LCMF,25,1200000,2029-06-30,29,2481,1,0.79,Denmark,Denmark,right,175,70,no
S. Jørgensen,Malmö FF,"AMF, RWF, LWF",26,1200000,2030-06-30,28,2156,6,7.17,Denmark,Denmark,left,178,68,no
A. Maxsø,Al Ittihad Kalba,RCB,32,1200000,,11,1073,1,1.12,Denmark,Denmark,right,190,89,no
I. Said,Motherwell,"RWF, LWF",24,1000000,2027-06-30,31,2120,4,4.05,Nigeria,Nigeria,right,173,67,no
A. Cornelius,København,CF,33,1000000,2027-06-30,11,574,0,1.4,Denmark,Denmark,left,193,91,no
M. Ross,Plymouth Argyle,"LCB, RCB",25,1000000,2028-06-30,8,716,1,0.53,Denmark,Denmark,right,190,80,no
H. Heggheim,Viking,RCB,25,1000000,2028-12-31,2,196,0,0.88,Norway,Norway,right,189,77,no
M. Højholt,Pisa,"DMF, LCMF",25,1000000,2027-06-30,26,2035,0,0.38,Denmark,Denmark,left,182,67,no
D. Wass,Brøndby,"RB, RCMF",37,1000000,2027-06-30,24,2093,1,1.4,Denmark,Denmark,right,178,74,no
M. Thychosen,AIK,"RB, LCB, LB",28,1000000,2027-12-31,25,1546,0,0.1,Denmark,Denmark,right,178,65,no
Paulinho,Midtjylland,"LB, LCB",31,1000000,2026-06-30,29,1854,1,1.35,Brazil,Brazil,left,178,71,no
J. Juninho,Internacional,"LCB, CB",31,1000000,2027-12-31,26,2028,1,2.25,Brazil,Brazil,left,187,80,no
Charles,Corinthians,"RCMF, LCMF",29,1000000,2028-12-31,20,627,0,0.67,Brazil,Brazil,right,187,81,no
M. Enggård,Vejle,"LCMF, RCMF",22,1000000,2028-06-30,16,1124,2,0.96,Denmark,Denmark,right,179,65,yes
S. Odey,Debrecen,CF,28,1000000,,29,1554,4,5.84,Nigeria,Nigeria,right,182,78,no
M. Hansen,Brommapojkarna,"RWF, CF, LWF",23,1000000,2028-12-31,26,1398,2,3.96,Denmark,Denmark,left,188,79,no
A. Hansen,Nordsjælland,GK,30,1000000,2028-06-30,32,3148,0,0.0,Denmark,Denmark,right,186,74,no
J. Lonwijk,Fortuna Sittard,"LWF, RWF",25,1000000,2027-06-30,9,672,2,2.04,Netherlands,"Netherlands, Suriname",right,189,85,no
T. Salquist,Nordsjælland,RCB,30,1000000,2028-06-30,30,2852,2,1.81,Denmark,Denmark,right,190,85,no
M. Brink,Nordsjælland,DMF,28,1000000,2027-06-30,29,2403,0,0.21,Denmark,Denmark,right,174,73,no
J. Breum,Saint-Étienne,"LAMF, RAMF",22,1000000,2030-06-30,21,889,0,2.61,Denmark,Denmark,right,174,69,no
O. Antman,Anderlecht,"RWF, CF, RW",24,1000000,2030-06-30,16,563,2,2.03,Finland,Finland,right,185,75,no
M. Søndergaard,Viborg,"RCMF, LCMF, DMF",23,900000,2027-06-30,27,813,0,0.95,Denmark,Denmark,right,178,65,no
J. Gomez,OB,"RCB, LCB",24,900000,2028-12-31,28,2367,1,0.67,Gambia,Gambia,right,189,80,no
D. Anyembe,Viborg,"LB, RCB, RB",27,900000,2028-06-30,23,2021,0,0.72,Denmark,"Denmark, Kenya",right,189,77,no
F. Tongya,Gençlerbirliği,"RAMF, LAMF",24,900000,2027-06-30,21,1186,2,1.57,Italy,"Italy, Cameroon",right,175,71,no
S. Tengstedt,Go Ahead Eagles,"AMF, RWF, LWF",25,900000,2027-06-30,28,1253,3,3.33,Denmark,Denmark,left,187,82,no
W. Kumado,San Diego,"RB, RWB",23,900000,2026-12-31,9,536,0,0.12,Ghana,Ghana,right,167,63,no
C. Winther,Lyngby,"DMF, RCMF",23,900000,2027-06-30,27,1520,0,0.15,Denmark,Denmark,right,177,67,no
A. Sørensen,OB,"LWB, LB",25,900000,2029-06-30,16,1501,0,0.27,Denmark,Denmark,left,165,60,no
T. Adamsen,Silkeborg,"CF, AMF",31,900000,2028-06-30,28,1749,10,7.97,Denmark,Denmark,left,180,74,no
M. Anderson,Djurgården,"LCMF, LWF, AMF",28,900000,2030-06-30,26,2104,5,4.31,Iceland,"Iceland, Denmark",right,180,69,no
R. Falk,OB,DMF,34,850000,2028-06-30,27,1732,2,1.34,Denmark,Denmark,right,177,65,no
J. Andersson,Ludogorets,"RB, RWB",29,850000,2028-06-30,16,1217,0,0.26,Sweden,Sweden,right,178,68,no
N. Bürgy,OB,RCB,30,850000,2028-06-30,28,2661,1,1.71,Switzerland,Switzerland,right,185,80,no
S. Rosted,Sarpsborg 08,"LCB, RCB",31,800000,2028-12-31,10,641,0,0.42,Norway,Norway,right,190,79,no
M. Greve,Randers,"LCMF, LDMF, RCMF",31,800000,2028-06-30,25,1955,0,1.54,Denmark,Denmark,right,186,77,no
