Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
U. Sánchez,Gimnasia Mendoza,Belgrano,"RB, LB, RW",28,4800000,2026-12-31,29,1129,1,1.34,4,2.34,23.97,53.98,Argentina,Argentina,right,176,71,yes,10.95,9.37,68.14,2.41,41.38,1.91,3.15,0.08,2.65,4.38,0.75,3,0.24,0,0.0,4.98,0.08,1,0.08,0.11,0,0.0,14,1.16,28.57,7.143,0.33,3.24,43.59,0.25,33.33,2.99,44.44,0.58,4.98,60.0,8.79,50.0,1.66,1.0,0.75,18.83,1.33,1.08,30.19,71.7,14.68,66.67,2.24,85.19,9.54,80.87,19.99,82.57,6.97,53.57,22.74,26.15,0.19,0.91,0.17,0.08,0.33,75.0,0.66,6.64,65.0,2.82,52.94,0.58,57.14,0.5,1.33,9.95,80.0,0,,0,,0,0.0,0.0,0.0,,,0.33,,,0.58,0.08,100.0,0.33,0,0.0
T. Conechny,Racing Club,Almagro,"CF, AMF",28,4500000,2029-12-31,37,2997,4,5.17,6,5.01,31.55,40.92,Argentina,"Argentina, Poland",left,176,65,no,5.45,5.51,57.87,7.15,46.75,0.31,0.5,0.03,1.95,3.14,1.36,3,0.09,0,0.0,3.56,0.12,4,0.12,0.16,2,0.06,62,1.92,33.87,6.452,0.19,1.83,44.07,1.21,41.03,0.62,50.0,0.31,3.87,49.6,13.78,31.69,2.6,2.14,1.05,22.41,3.28,1.86,33.84,74.66,8.67,59.29,7.03,88.99,10.53,78.24,28.76,79.44,3.25,49.52,17.4,32.96,0.15,1.61,0.03,0.03,0.77,24.0,0.56,5.02,56.17,2.54,51.22,1.21,30.77,0.99,0.8,4.58,77.03,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.74,0.19,16.67,1.3,0,0.0
S. Longo,Belgrano,Belgrano,"DMF, RDMF, RCMF",28,4000000,2027-12-31,34,3164,1,0.48,0,0.3,19.09,51.84,Argentina,"Argentina, Italy",right,176,71,no,13.35,10.63,59.78,2.75,44.68,1.0,1.59,0.09,6.0,9.56,1.35,6,0.17,0,0.0,0.64,0.03,1,0.03,0.01,0,0.0,13,0.38,30.77,7.692,0.0,0.29,80.0,0.03,100.0,0.23,75.0,0.0,0.61,42.86,2.4,39.02,0.0,0.26,0.23,20.79,0.15,0.53,40.34,83.89,15.4,71.48,3.92,93.28,16.28,93.88,35.84,86.52,4.25,62.07,19.43,33.72,0.01,0.12,0.0,0.03,0.06,50.0,0.06,6.27,77.1,0.5,58.82,0.12,25.0,0.15,0.18,8.43,68.06,0,,0,,0,0.0,0.0,0.0,,,0.67,,,0.0,0.0,0.0,0.0,0,0.0
G. Benedetti,Estudiantes,Guillermo Brown,"LB, LW",25,3800000,2027-12-31,17,950,0,0.33,0,1.42,20.46,51.85,Argentina,Argentina,left,175,67,no,10.61,7.77,68.29,3.22,38.24,0.66,1.07,0.19,4.64,7.5,1.33,0,0.0,1,0.09,3.22,0.0,0,0.0,0.03,0,0.0,5,0.47,20.0,0.0,0.0,4.07,34.88,3.88,34.15,0.09,0.0,0.66,2.75,62.07,6.73,45.07,0.95,1.33,0.38,20.75,1.52,0.28,35.15,73.85,13.83,63.01,7.77,93.9,9.09,75.0,25.48,88.1,5.97,38.1,21.36,33.31,0.13,0.66,0.0,0.0,0.09,0.0,0.47,5.4,45.61,3.03,34.38,0.38,0.0,0.19,1.42,7.86,69.88,0,,0,,0,0.0,0.0,0.0,,,0.19,,,0.09,0.0,0.0,0.28,0,0.0
N. Losada,Lanús,Belgrano,GK,33,3000000,2028-12-31,35,3402,0,0.0,0,0.0,1.01,81.08,Argentina,Argentina,right,188,79,no,1.55,0.05,0.0,0.76,92.86,0.0,0.0,0.0,1.55,2.46,0.03,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,100.0,0.0,0.0,0.0,6.39,0.11,0.14,13.26,86.07,7.55,78.06,0.0,0.0,5.41,97.99,7.69,98.59,5.54,69.12,36.82,51.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,68.49,0.14,20.0,0.05,50.0,0.03,0.0,4.57,80.36,23,0.63,131,3.56,17,82.44,33.16,0.9,10.16,0.276,0.0,1.68,0.76,,,,0.0,0,0.0
M. Giménez,Argentinos Juniors,San Martín San Juan,CF,27,2800000,2029-12-31,36,2915,14,11.35,2,3.9,31.43,32.32,Argentina,Argentina,left,185,73,no,4.63,3.46,61.61,5.93,28.13,0.06,0.1,0.12,2.44,3.87,1.17,3,0.09,0,0.0,3.61,0.43,13,0.4,0.35,1,0.03,72,2.22,44.44,19.444,0.06,0.9,17.24,0.65,19.05,0.19,16.67,0.12,4.66,43.71,16.55,30.6,3.64,1.54,0.46,16.73,2.69,1.54,26.83,73.42,5.8,55.32,6.67,91.2,8.06,70.88,24.89,75.93,1.11,58.33,15.47,18.38,0.12,1.36,0.03,0.0,1.11,38.89,0.43,2.44,58.23,2.32,45.33,0.99,34.38,1.33,0.19,2.5,77.78,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1,100.0
J. López,Defensa y Justicia,Ferro Carril Oeste,"DMF, RCMF",26,2200000,2026-12-31,12,647,0,0.14,1,0.11,24.94,50.57,Argentina,Argentina,right,186,76,no,11.76,9.78,53.62,4.68,51.52,0.43,0.7,0.0,6.09,10.0,1.7,5,0.7,0,0.0,1.98,0.0,0,0.0,0.02,0,0.0,5,0.71,20.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,68.42,6.09,53.49,0.85,0.99,0.57,24.38,0.14,1.42,41.24,79.38,12.9,58.24,3.97,92.86,18.0,92.13,35.01,83.81,6.24,54.55,20.27,37.57,0.02,0.28,0.0,0.0,0.0,0.0,0.28,6.94,69.39,0.99,28.57,0.57,75.0,0.28,0.0,7.09,66.0,0,,0,,0,0.0,0.0,0.0,,,1.13,,,0.0,0.0,0.0,0.0,0,0.0
J. Cozzani,Platense,Deportivo Maipú,GK,27,1800000,2029-12-31,31,2841,0,0.0,0,0.0,1.39,78.05,Argentina,Argentina,right,184,77,no,2.57,0.07,50.0,0.95,89.29,0.0,0.0,0.0,2.54,3.95,0.0,3,0.1,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.17,60.0,0.0,0.03,0.0,15.9,0.2,0.27,26.62,87.67,15.56,81.09,0.0,0.0,10.45,97.41,18.06,98.31,8.52,65.48,31.48,49.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,50.57,0.17,40.0,0.07,0.0,0.03,0.0,6.73,81.91,24,0.81,93,3.15,9,74.19,27.67,0.94,3.67,0.124,0.0,2.16,0.95,,,,0.0,0,0.0
U. Ortegoza,Racing Club,Gimnasia Mendoza,"RCMF, LCMF, RDMF",29,1800000,2029-12-31,16,1369,6,3.13,1,1.23,20.25,45.13,Argentina,Argentina,right,180,80,no,6.64,6.71,50.0,0.46,14.29,0.26,0.41,0.0,3.02,4.66,1.64,4,0.26,0,0.0,4.08,0.39,5,0.33,0.21,0,0.0,43,2.83,37.21,13.953,0.07,0.33,60.0,0.26,50.0,0.07,100.0,0.0,3.22,69.39,9.8,44.3,1.05,2.83,1.84,29.72,0.53,1.05,42.67,83.67,13.48,71.22,5.19,92.41,17.88,90.07,37.21,86.4,5.13,65.38,20.94,40.15,0.08,0.99,0.0,0.0,1.05,56.25,0.26,9.4,77.62,1.78,70.37,0.99,46.67,1.12,0.2,8.48,82.95,0,,0,,0,0.0,0.0,0.0,,,0.33,,,0.13,0.07,100.0,0.0,1,100.0
I. Vázquez,Platense,All Boys,"RCB, LCB",29,1700000,2028-12-31,35,3380,4,2.37,1,1.81,21.65,65.81,Argentina,Argentina,right,184,80,no,14.03,8.01,70.76,5.94,67.71,1.52,2.5,0.43,6.84,11.27,0.96,10,0.27,0,0.0,1.49,0.11,4,0.11,0.06,2,0.05,23,0.61,52.17,17.391,0.03,0.29,54.55,0.08,66.67,0.21,50.0,0.08,1.57,64.41,3.43,56.59,1.09,0.77,0.19,11.02,0.51,1.28,29.4,74.64,16.11,65.62,1.49,80.36,9.48,88.76,21.99,81.72,7.11,53.56,23.43,39.22,0.05,0.24,0.0,0.0,0.03,0.0,0.13,5.27,55.05,0.67,40.0,0.19,14.29,0.32,0.16,7.93,63.42,0,,0,,0,0.0,0.0,0.0,,,0.69,,,0.03,0.0,0.0,0.0,0,0.0
