Player,Team,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Birth country,Passport country,Foot,Height,Weight,On loan
J. Castillo,Vitória Guimarães,GK,23,800000,2029-06-30,28,2724,0,0.0,Colombia,Colombia,right,191,76,no
S. Navarro,Fortaleza,"CF, AMF, RCMF",25,600000,,45,3969,8,6.62,Colombia,Colombia,right,187,74,no
Daniel  Rivera,Junior,LCB,27,600000,2027-12-31,45,4170,2,2.65,Colombia,Colombia,right,186,79,no
John Melendez,Águilas Doradas,"RB, RWF",24,600000,2027-06-30,22,2007,3,2.61,Colombia,Colombia,right,182,73,yes
R. Pájaro,Deportivo Cali,"RCMF, LCMF, DMF",24,550000,2028-12-31,44,3600,1,2.36,Colombia,Colombia,right,172,67,no
N. Rodríguez,Atlético Nacional,"RW, RAMF, RWF",22,550000,2027-12-31,45,3689,8,9.58,Colombia,Colombia,left,171,56,yes
A. Castillo,Colorado Rapids,"AMF, LCMF, LW",23,500000,2027-12-31,12,1112,3,1.73,Colombia,Colombia,right,168,70,yes
L. Ríos,Cúcuta Deportivo,"AMF, LCMF, RCMF",28,450000,2027-06-30,37,3029,8,5.13,Argentina,Argentina,right,176,75,no
M. Payares,Deportes Quindío,LCB,31,400000,,16,1552,0,0.77,Colombia,Colombia,right,183,72,no
C. Romaña,Atlético Bucaramanga,RCB,26,400000,2026-12-31,25,2094,1,1.87,Colombia,Colombia,right,185,0,no
M. Martínez,Alianza,CF,28,400000,,16,1464,9,8.86,Colombia,Colombia,right,175,70,no
C. Cortes,Llaneros,CF,24,400000,,12,858,2,2.43,Colombia,Colombia,right,186,0,yes
J. Anaya,Técnico Universitario,RCB,27,350000,2026-12-31,31,2691,3,3.18,Colombia,Colombia,right,190,0,no
J. Ceballos,Cúcuta Deportivo,"RCMF, LCMF",27,350000,2026-12-31,20,1824,3,2.14,Colombia,Colombia,left,170,64,no
Y. Gómez,Deportivo Pereira,GK,26,350000,2027-12-31,12,1174,0,0.0,Colombia,Colombia,right,189,97,no
A. Serna,Medellín,"LDMF, LCMF, RDMF",28,350000,2027-12-31,38,3702,9,7.55,Colombia,Colombia,,0,0,no
K. Armesto,Eldense,GK,29,350000,2026-06-30,42,4115,0,0.0,Colombia,Colombia,right,0,0,yes
A. Ariza,Oriente Petrolero,"RCB, LCB, CB",28,350000,,14,1381,0,1.15,Colombia,Colombia,,0,0,no
C. Lucumí,Medellín,CF,26,350000,2029-12-31,18,1283,8,7.19,Colombia,Colombia,right,186,81,no
C. De Las Salas,Real Cartagena,LB,28,350000,,39,3792,3,2.21,Colombia,Colombia,left,173,72,no
E. Meza,Alianza,"RCMF, RDMF, LDMF",25,300000,2028-06-30,15,1408,5,5.17,Colombia,Colombia,right,180,77,no
J. Agudelo,Cúcuta Deportivo,"CF, AMF",33,300000,,34,2926,10,12.93,Colombia,Colombia,right,180,70,no
D. Mosquera,Bellinzona,"LCMF, LW, LDMF",28,300000,,5,201,0,0.0,Colombia,Colombia,right,183,0,no
B. Urueña,Águilas Doradas,"LW, LWF",33,300000,2026-12-31,44,3718,7,4.52,Colombia,Colombia,right,175,77,no
S. Gómez,Guastatoya,CF,30,300000,2026-06-30,38,3236,19,17.8,Argentina,Argentina,right,185,82,no
D. Valencia,Envigado,"CF, LW, RW",26,300000,,20,1520,8,5.98,Colombia,Colombia,left,0,0,no
A. Moralez,Llaneros,RCB,25,300000,2026-12-31,48,4314,2,1.68,Colombia,Colombia,right,190,77,yes
H. Mena,Llaneros,RCB,25,300000,2026-12-31,18,1739,1,1.11,Colombia,Colombia,right,185,76,yes
J. Nieva,,RCMF,27,300000,,38,2924,2,1.8,Colombia,Colombia,right,178,71,no
D. Palacio,Yelimay Semey,"LAMF, LW, LB",29,300000,2026-12-31,10,801,1,0.34,Colombia,Colombia,left,179,64,no
J. Mina,Internacional Palmira,"RCB, LCB",26,300000,,28,2197,0,0.38,Colombia,Colombia,right,188,0,no
S. Ayala,Atlético Huila,"LCMF, RCMF, RDMF",30,300000,,32,2859,2,2.87,Colombia,Colombia,right,181,75,no
K. Moreno,Alianza,"RCB, LCB",26,300000,2026-12-31,40,3923,1,1.23,Colombia,Colombia,right,187,87,no
A. Gonzalez,UCV,"DMF, RDMF, LDMF",31,275000,2026-12-31,21,1425,0,0.18,Panama,Panama,right,180,75,no
J. Ampudia,Independiente Yumbo,RB,26,250000,,28,1945,1,0.1,Colombia,Colombia,right,175,0,no
G. Montes,Estudiantes de Mérida,"RB, RW, CF",30,250000,2026-12-31,25,2117,2,2.44,Colombia,Colombia,right,179,0,no
J. Arango,Deportes Quindío,"AMF, CF",28,250000,,13,868,2,1.1,Colombia,Colombia,right,170,60,no
A. Montes,Real Cartagena,GK,26,250000,,16,1561,0,0.0,Colombia,Colombia,right,188,85,no
Stiwart Acuña,Envigado,"CF, RCMF",27,250000,2026-12-31,28,2303,10,9.62,Colombia,Colombia,right,180,0,yes
J. Tello,Deportivo Cali,LB,24,250000,,8,740,0,0.01,Colombia,Colombia,left,179,76,no
B. Carabalí,Beitar Jerusalem,LCB,27,250000,2028-06-30,20,1909,1,1.73,Colombia,Colombia,right,188,90,no
L. Angulo,Envigado,"RB, RDMF, RCMF",24,250000,2027-12-31,36,3059,0,0.45,Colombia,Colombia,,181,0,no
L. Robledo,Corpus Christi,"LW, LAMF, RW",24,250000,2026-11-30,17,1418,3,2.23,Colombia,Colombia,,168,0,no
D. Mera,Unión Magdalena,RB,26,250000,,33,2947,0,0.32,Colombia,Colombia,right,183,0,no
S. Roa,Deportes Quindío,RB,30,250000,,34,2917,2,0.58,Colombia,Colombia,right,178,68,no
Julián Angulo,Millonarios,"RWF, LWF, RW",24,250000,2027-12-31,16,1331,3,2.58,Colombia,Colombia,left,183,76,yes
L. Pico,Fortaleza,"RCMF, LCMF",34,250000,,16,513,0,0.0,Colombia,Colombia,right,177,77,no
J. Díaz,CD Universitario,"RDMF, LCMF, RCMF",26,250000,2027-06-30,34,2502,0,1.12,Colombia,Colombia,right,178,70,no
E. Beltran,Alianza,GK,26,250000,,26,2516,0,0.0,Colombia,Colombia,,0,0,no
J. Caicedo,Patriotas Boyacá,"DMF, LDMF, RCMF",28,250000,,31,2588,0,1.73,Colombia,Colombia,right,182,0,no
S. Girado,Orsomarso,"RW, LW, LAMF",21,250000,,18,998,2,3.37,Colombia,Colombia,,0,0,no
L. Jiménez,Jaguares de Córdoba,"LB, LW",28,225000,,22,1857,2,4.08,Colombia,Colombia,right,168,61,no
S. Guzmán,,RB,26,200000,,41,3502,1,0.68,Colombia,Colombia,right,179,69,no
E. Mastrolía,Temperley,GK,35,200000,2026-12-31,42,4104,0,0.0,Argentina,"Argentina, Italy",right,190,77,no
R. Lára,San Francisco,"RW, RAMF, CF",24,200000,,15,1249,2,1.98,Colombia,Colombia,right,176,0,no
S. Salazar,Boyacá Chicó,"LDMF, LCMF, DMF",30,200000,,22,2114,0,0.95,Colombia,Colombia,right,180,79,no
C. Mosquera,Bogotá,"RB, RAMF, RW",25,200000,,41,3375,2,1.75,Colombia,Colombia,right,172,70,no
D. Echeverri,,CF,36,200000,,19,1009,4,4.07,Colombia,Colombia,right,182,78,no
A. Roa,,CF,33,200000,,24,2073,6,7.69,Paraguay,Paraguay,right,0,0,no
J. Posada,,"RB, LB",30,200000,,11,1026,0,0.34,Colombia,Colombia,right,171,62,no
J. Quiñonez,Cumbayá,LB,24,200000,2026-12-31,16,1463,0,0.12,Ecuador,Ecuador,left,176,0,no
N. Mosorongo,Atlético,"RCMF, CB, LCMF",24,200000,,30,2819,1,1.11,Colombia,Colombia,,175,0,no
Weimar Asprilla,Santa Fe,GK,27,200000,2028-06-30,35,3368,0,0.0,Colombia,Colombia,right,185,79,no
S. Gutiérrez,Dempo,"AMF, RW, CF",28,200000,,22,983,4,2.06,Colombia,Colombia,right,163,75,no
J. Andrade,XV de Jaú,"AMF, CF",30,200000,,32,1810,6,4.67,Colombia,Colombia,right,182,0,no
A. Álvarez,Águilas Doradas,"LCB, LB",27,200000,,36,3490,3,2.36,Colombia,Colombia,left,175,70,no
D. Forbes,,"LCMF, RCMF",25,200000,,28,1935,3,1.94,Colombia,Colombia,,0,0,no
J. Caicedo,Barranquilla,RB,25,200000,,25,2251,2,2.43,Colombia,Colombia,right,188,0,no
M. Torres,Los Chankas,"LAMF, RAMF, LWF",24,200000,,29,1780,3,2.01,Colombia,Colombia,right,176,69,no
D. Álvarez,San Pedro,LCB,33,200000,2027-06-30,26,2270,0,1.09,Colombia,Colombia,left,188,75,no
D. Carrero,Managua,"LCB, RCB",32,200000,2027-06-30,25,2114,1,0.48,Colombia,Colombia,right,183,75,no
Y. Díaz,Xelajú,"RAMF, RW",34,200000,2027-06-30,37,2133,1,2.93,Colombia,Colombia,right,178,70,no
J. Montoya,América de Cali,GK,27,200000,2027-06-30,31,2992,0,0.0,Colombia,Colombia,,0,0,yes
C. Charris,,"RW, RB, RAMF",25,200000,,24,1155,2,1.42,Colombia,Colombia,right,0,0,no
M. Castaño,Técnico Universitario,"CF, AMF, LW",27,200000,2026-12-31,9,607,0,0.85,Colombia,Colombia,right,176,64,no
J. Ditta,Real Cartagena,"LW, LAMF, CF",22,200000,2027-06-30,22,1806,7,5.1,Colombia,Colombia,,177,0,no
J. Silva,,GK,32,175000,,5,456,0,0.0,Colombia,Colombia,right,189,80,no
J. Marimón,,"RDMF, DMF, LDMF",27,175000,,25,1114,1,0.22,Colombia,Colombia,right,182,80,no
J. Barragán,Zamora,CF,26,175000,2026-12-31,24,973,3,2.4,Venezuela,"Venezuela, Colombia",right,178,73,no
B. Moreno,Santa Cruz,CF,27,150000,,11,418,0,1.74,Colombia,Colombia,right,185,79,no
Y. Filigrana,,"CF, LWF",35,150000,,12,726,2,1.63,Colombia,Colombia,right,186,80,no
M. Duarte,Cúcuta Deportivo,LB,33,150000,,11,879,0,0.48,Colombia,Colombia,left,171,67,no
T. Velásquez,,LB,29,150000,,23,1870,0,0.23,Colombia,Colombia,left,170,65,no
Ángel Bonilla,Victoria Hotspurs ,"DMF, LCMF, RCMF",28,150000,2026-06-30,27,2311,0,0.25,Colombia,Colombia,right,177,70,no
C. Salguero,Patriotas Boyacá,"AMF, RCMF, CF",29,150000,,28,2522,2,2.86,Colombia,Colombia,right,173,0,no
G. Carvajal,,"LCMF, RDMF, RCMF",26,150000,,3,46,0,0.0,Colombia,Colombia,both,184,81,no
C. Cantillo,Barranquilla,LCMF,23,150000,,36,3007,4,4.15,Colombia,Colombia,left,176,73,no
Diego Mendoza,Deportivo Pereira,"DMF, RDMF",25,150000,2026-12-31,9,753,0,0.12,Colombia,Colombia,right,177,71,yes
M. Álvarez,Zamora,CF,32,150000,2026-12-31,23,1892,4,5.59,Colombia,Colombia,right,179,76,no
J. Leudo,Real Cartagena,"LCMF, RCMF",32,150000,2026-12-31,22,1699,0,1.27,Colombia,Colombia,right,183,82,no
D. Mosquera,,"CF, LDMF, RDMF",30,150000,,5,257,0,0.0,Colombia,Colombia,right,190,86,no
J. Rivera,San Francisco,"LWF, LW, RW",28,150000,2026-12-31,18,1388,4,4.32,Colombia,Colombia,right,177,70,no
D. Sánchez,Boyacá Chicó,LB,33,150000,,11,952,1,0.31,Colombia,Colombia,left,182,80,no
J. Palacios,Unión Magdalena,"RAMF, RW, RWF",29,150000,,5,412,0,0.58,Colombia,Colombia,right,171,67,no
J. Balanta,Fortaleza,"RCB, RB",28,150000,,3,238,0,0.14,Colombia,Colombia,right,0,0,no
F. Valencia,Deportes Quindío,"LDMF, RDMF, LCMF",24,150000,,21,1269,1,0.36,Colombia,Colombia,right,182,76,no
S. Duque,,GK,32,150000,,29,2775,0,0.0,Colombia,Colombia,right,182,78,no
M. Frigerio,Tigres,"RAMF, RW, RWF",29,150000,,28,1190,2,1.16,Colombia,Colombia,right,180,68,no
C. Arroyave,,GK,30,150000,,14,1301,0,0.0,Colombia,Colombia,right,180,70,no
S. Román,,GK,31,150000,,41,4046,0,0.0,Colombia,Colombia,right,190,82,no
J. Rueda,Real Santander,"CF, LCMF",25,150000,,31,2777,6,6.6,Colombia,Colombia,right,176,70,no
B. Sánchez,Deportivo Pasto,"DMF, CB",23,150000,,26,1821,0,0.21,Colombia,Colombia,,0,0,no
J. Hurtado,Patriotas Boyacá,RCB,28,150000,2026-12-31,8,769,0,0.27,Colombia,Colombia,right,186,85,no
А. Hurtado,,"AMF, CF, RAMF",27,150000,,12,658,1,0.77,Colombia,Colombia,right,176,64,no
E. Valencia,Vega Real,RCB,25,150000,,31,3017,1,1.18,Colombia,Colombia,right,191,0,no
J. Medranda,Al Mosul,LCB,24,150000,2027-06-30,12,1026,0,0.52,Colombia,Colombia,left,186,78,no
E. Sarria,Patriotas Boyacá,"RW, RAMF",25,150000,,34,1810,2,4.08,Colombia,Colombia,left,0,0,no
J. Loaiza,Llaneros,GK,23,150000,,36,3554,0,0.0,Colombia,Colombia,,0,0,no
D. Ruíz,,"RB, RW, LB",28,150000,,26,1781,0,0.37,Colombia,Colombia,right,0,0,no
J. Churi,,"CF, RW",23,150000,,17,559,2,3.22,Colombia,Colombia,,0,0,no
K. Nuñez,Achuapa,LB,24,150000,,17,1229,0,0.27,Colombia,Colombia,left,173,0,no
Jesús Díaz,Independiente Yumbo,"LW, RCMF",22,150000,2026-12-31,15,1045,0,0.53,Colombia,Colombia,left,173,66,yes
P. Rodríguez,Retrô U20,"RB, RWF, LWF",20,150000,2029-02-03,24,1774,0,1.1,Colombia,Colombia,,0,0,no
J. Pajaro,Alexandreia,"CF, LW",22,150000,2027-06-30,35,2996,6,6.32,Colombia,Colombia,,0,0,no
Cristian Higuita,,"LCMF, LDMF, LW",32,125000,,4,389,0,0.06,Colombia,Colombia,right,175,75,no
E. Cuernú,,"RB, LB",29,125000,,18,1111,0,0.24,Colombia,Colombia,,170,60,no
Y. Carabalí,Sacachispas,RCB,32,125000,2027-06-30,12,609,0,0.0,Colombia,Colombia,right,180,0,no
Y. Salas,,"LCMF, LDMF",29,125000,,26,1798,0,0.37,Colombia,Colombia,right,177,0,no
C. Rodriguez,Leones,"CF, RAMF, RWF",24,100000,,23,1218,2,3.2,Colombia,Colombia,right,170,0,no
J. Estupiñan,Makedonija GjP,"RAMF, LAMF, LW",26,100000,,20,852,1,1.31,Colombia,Colombia,right,174,67,no
