Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
Cho Gue-Sung,Midtjylland,Jeonbuk Motors,CF,28,4500000,2028-06-30,12,974,5,4.48,0,1.29,26.33,38.25,Korea Republic,Korea Republic,right,189,82,no,3.7,2.96,56.25,10.72,48.28,0.09,0.14,0.09,1.94,3.01,1.66,0,0.0,0,0.0,2.86,0.46,4,0.37,0.41,2,0.18,28,2.59,46.43,17.857,0.0,1.2,53.85,0.74,62.5,0.46,40.0,0.0,1.85,50.0,7.11,27.27,4.62,0.55,0.28,14.23,2.13,0.83,20.7,78.13,3.6,58.97,7.11,88.31,4.71,84.31,19.4,80.0,0.18,50.0,15.13,7.74,0.12,1.48,0.09,0.0,0.37,25.0,0.55,1.48,62.5,1.76,68.42,0.37,25.0,1.02,0.55,1.57,82.35,0,,0,,0,0.0,0.0,0.0,,,0.18,,,0.0,0.0,0.0,0.0,1,100.0
Yang Hyun-Jun,Celtic,Gangwon,"CF, RW, RWF",24,2000000,2030-06-30,21,1809,1,3.14,1,0.92,25.52,42.11,Korea Republic,Korea Republic,right,179,69,no,7.11,6.47,61.54,4.38,35.23,0.6,0.67,0.05,2.54,2.86,1.29,1,0.05,0,0.0,2.89,0.05,1,0.05,0.16,0,0.0,24,1.19,20.83,4.167,0.05,0.95,26.32,0.4,37.5,0.55,18.18,0.1,4.38,51.14,11.09,34.98,2.04,1.34,1.04,19.25,1.19,1.44,28.36,76.84,6.42,62.02,7.41,88.59,7.36,77.03,27.01,78.82,0.55,54.55,14.33,20.91,0.05,0.7,0.0,0.05,0.25,60.0,0.35,2.44,71.43,1.29,50.0,0.25,40.0,0.55,0.25,2.49,64.0,0,,0,,0,0.0,0.0,0.0,,,0.1,,,0.0,0.0,0.0,0.05,0,0.0
V. Qazaishvili,Shandong Taishan,Ulsan Hyundai,"LAMF, AMF, LW",33,1800000,,35,2472,11,9.78,1,3.07,23.19,39.09,Georgia,Georgia,right,174,74,no,4.62,4.19,66.09,1.27,37.14,0.0,0.0,0.07,1.86,2.91,0.4,1,0.04,0,0.0,4.41,0.4,10,0.36,0.36,0,0.0,80,2.91,42.5,13.75,0.04,1.27,31.43,0.62,29.41,0.58,25.0,0.11,4.62,53.54,14.64,34.58,3.39,3.02,0.76,33.5,1.35,1.02,42.85,87.85,7.83,73.95,10.96,95.68,13.47,90.0,40.19,90.67,1.49,56.1,15.54,20.79,0.11,0.95,0.04,0.0,0.73,40.0,0.51,3.6,77.78,2.62,59.72,0.87,37.5,1.78,0.4,3.39,82.8,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.11,1,100.0
Jung Seung-Hyun,Ulsan Hyundai,Ulsan Hyundai,RCB,32,1800000,,23,1923,1,1.18,0,0.05,12.07,61.63,Korea Republic,Korea Republic,right,188,74,no,8.47,4.49,68.75,4.63,61.62,0.37,0.54,0.84,5.01,7.17,0.7,4,0.19,0,0.0,0.56,0.05,1,0.05,0.06,0,0.0,8,0.37,50.0,12.5,0.0,0.47,40.0,0.05,0.0,0.42,44.44,0.05,0.37,50.0,1.22,42.31,0.37,1.54,0.42,47.69,0.51,0.33,61.73,90.6,22.75,81.89,2.71,94.83,30.09,96.27,54.38,94.41,6.93,64.19,19.77,36.76,0.0,0.05,0.0,0.05,0.0,0.0,0.0,9.17,78.06,0.98,28.57,0.47,30.0,0.14,0.14,10.9,78.54,0,,0,,0,0.0,0.0,0.0,,,1.97,,,0.0,0.0,0.0,0.0,0,0.0
Hwang Ui-Jo,Alanyaspor,Seoul,CF,33,1800000,2027-06-30,18,1545,4,4.71,2,0.84,15.55,36.7,Korea Republic,Korea Republic,right,185,75,no,3.15,2.74,59.57,2.1,27.78,0.0,0.0,0.12,1.51,2.1,0.58,1,0.06,0,0.0,3.09,0.23,3,0.17,0.27,0,0.0,41,2.39,43.9,9.756,0.12,1.05,22.22,0.12,0.0,0.87,20.0,0.06,2.74,57.45,7.75,39.1,3.32,0.93,0.58,18.87,1.34,1.17,23.3,82.25,4.02,60.87,8.16,96.43,6.93,80.67,21.26,86.85,1.11,47.37,17.48,27.76,0.05,0.64,0.06,0.0,0.47,50.0,0.35,2.27,56.41,1.11,42.11,0.58,30.0,0.52,0.17,1.75,76.67,0,,0,,0,0.0,0.0,0.0,,,0.06,,,0.0,0.0,0.0,0.0,1,100.0
N. Boateng,,Jeonbuk Motors,"RCMF, RDMF, DMF",32,1700000,,13,1093,1,1.28,0,0.6,19.43,56.36,Ghana,Ghana,right,180,72,no,11.94,8.98,74.31,2.55,32.26,1.07,1.45,0.49,4.2,5.69,0.91,1,0.08,0,0.0,2.55,0.08,1,0.08,0.11,0,0.0,12,0.99,25.0,8.333,0.0,0.66,62.5,0.16,50.0,0.49,66.67,0.0,1.89,78.26,5.52,44.78,0.58,0.99,0.25,42.82,0.16,0.58,60.03,85.6,20.01,75.31,7.82,97.89,24.7,92.0,52.62,89.98,6.92,54.76,19.79,38.74,0.05,0.74,0.0,0.08,0.82,50.0,0.16,13.34,72.22,2.22,51.85,1.73,33.33,1.24,0.16,10.46,84.25,0,,0,,0,0.0,0.0,0.0,,,0.41,,,0.0,0.0,0.0,0.0,0,0.0
Cho Yu-Min,,Daejeon Citizen,"CB, RCB",29,1500000,,21,1954,2,1.46,1,1.01,15.52,58.16,Korea Republic,Korea Republic,right,182,78,no,10.64,5.02,64.22,6.59,60.14,0.32,0.43,0.6,7.09,9.45,0.74,5,0.23,0,0.0,0.74,0.09,2,0.09,0.07,2,0.09,12,0.55,50.0,16.667,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,60.0,1.61,37.14,0.64,1.2,0.05,38.14,0.32,0.32,55.23,87.41,23.86,76.83,3.59,98.72,22.15,96.26,47.03,92.75,8.2,56.74,20.94,36.16,0.05,0.23,0.09,0.0,0.18,25.0,0.09,6.54,67.61,0.74,43.75,0.64,42.86,0.37,0.0,10.04,73.85,0,,0,,0,0.0,0.0,0.0,,,2.35,,,0.0,0.0,0.0,0.0,0,0.0
Young-Jun Goh,Gangwon,Pohang Steelers,"AMF, CF",25,1500000,2028-06-30,28,2200,8,6.63,1,2.07,15.42,45.89,Korea Republic,Korea Republic,right,172,69,no,4.99,3.93,64.58,1.72,23.81,0.08,0.12,0.16,2.37,3.37,0.57,0,0.0,0,0.0,3.23,0.33,8,0.33,0.27,0,0.0,50,2.05,54.0,16.0,0.04,1.35,24.24,0.49,25.0,0.78,26.32,0.2,2.74,58.21,7.08,45.09,3.03,1.06,0.7,17.26,1.06,1.55,23.15,74.91,5.65,60.87,6.1,90.6,5.2,74.8,20.99,79.14,0.9,50.0,15.03,17.58,0.08,0.82,0.04,0.0,0.49,41.67,0.2,2.25,65.45,1.76,41.86,0.65,37.5,0.78,0.25,2.29,62.5,0,,0,,0,0.0,0.0,0.0,,,0.04,,,0.57,0.04,0.0,1.23,0,0.0
Park Yong-Woo,,Ulsan Hyundai,"RDMF, LDMF, RCMF",32,1500000,,19,1534,1,1.06,1,0.66,21.12,52.78,Korea Republic,Korea Republic,right,188,79,no,9.45,7.74,63.64,5.16,51.14,0.06,0.08,0.23,4.46,6.2,1.17,3,0.18,0,0.0,0.82,0.06,1,0.06,0.06,1,0.06,9,0.53,11.11,11.111,0.06,0.47,50.0,0.12,50.0,0.35,50.0,0.06,0.82,50.0,4.4,40.0,0.53,1.17,0.23,58.32,0.23,1.11,77.56,89.11,21.83,78.23,11.38,94.33,30.74,94.08,70.17,91.47,6.92,67.8,18.28,35.08,0.04,0.41,0.0,0.0,0.35,33.33,0.18,11.97,80.88,1.29,36.36,0.7,33.33,0.47,0.23,10.44,73.03,0,,0,,0,0.0,0.0,0.0,,,0.59,,,0.0,0.0,0.0,0.0,0,0.0
D. Bojanić,Ulsan Hyundai,Ulsan Hyundai,"LDMF, LCMF",31,1400000,2027-12-31,9,396,0,0.29,1,0.54,19.32,51.76,Sweden,"Sweden, Bosnia and Herzegovina",right,186,74,no,11.59,8.41,67.57,1.14,0.0,1.59,2.23,0.0,4.32,6.06,1.36,0,0.0,0,0.0,2.5,0.0,0,0.0,0.07,0,0.0,3,0.68,33.33,0.0,0.23,1.14,40.0,0.23,100.0,0.91,25.0,0.23,2.73,33.33,5.91,46.15,0.45,1.36,0.68,71.82,1.14,1.14,89.55,90.61,20.45,83.33,15.45,98.53,38.86,92.4,83.86,92.95,4.55,60.0,17.25,28.1,0.12,2.05,0.0,0.0,1.59,57.14,0.91,10.91,81.25,3.18,71.43,2.05,33.33,1.82,0.45,9.55,73.81,0,,0,,0,0.0,0.0,0.0,,,0.45,,,0.91,0.23,100.0,3.64,0,0.0
Seol Young-Woo,Crvena Zvezda,Ulsan Hyundai,"RB, LB",27,1400000,2027-06-30,32,2814,3,2.6,3,3.96,14.81,54.64,Korea Republic,Korea Republic,right,182,72,no,7.61,4.93,61.04,1.54,52.08,0.32,0.46,0.19,4.29,6.2,0.45,6,0.19,0,0.0,3.29,0.1,3,0.1,0.08,0,0.0,26,0.83,42.31,11.538,0.1,2.11,48.48,0.29,55.56,1.76,45.45,0.22,2.94,64.13,6.56,52.2,1.79,1.79,0.7,47.94,3.07,1.57,61.12,89.95,15.35,78.96,13.3,96.88,20.57,94.25,55.14,93.79,3.9,58.2,17.3,34.26,0.13,0.86,0.06,0.06,0.16,20.0,0.45,5.63,82.39,2.27,71.83,0.26,62.5,1.06,0.9,7.45,73.82,0,,0,,0,0.0,0.0,0.0,,,1.12,,,0.0,0.0,0.0,0.0,0,0.0
