season,role,position,lead,column,delta_pp,nan_pos,nan_lead,n
20-21,FB,RWB,RB,Goals per 90,2.943529035354344,8.206686930091186,5.263157894736842,329
20-21,FB,RWB,RB,Red cards per 90,2.943529035354344,8.206686930091186,5.263157894736842,329
20-21,FB,RWB,RB,Yellow cards per 90,2.943529035354344,8.206686930091186,5.263157894736842,329
20-21,FB,RWB,RB,Duels per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,"Accurate smart passes, %",2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Third assists per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Second assists per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Shot assists per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,xA per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,"Accurate long passes, %",2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Long passes per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,"Accurate short / medium passes, %",2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Short / medium passes per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,"Accurate lateral passes, %",2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Lateral passes per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,"Accurate back passes, %",2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Back passes per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,"Accurate forward passes, %",2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Forward passes per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Smart passes per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Passes to final third per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Key passes per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Progressive passes per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,"Direct free kicks on target, %",2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Direct free kicks per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Free kicks per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Back passes received as GK per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,xG against per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,"Accurate progressive passes, %",2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Deep completed crosses per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Passes per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Deep completions per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,"Accurate through passes, %",2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Through passes per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,"Accurate passes to penalty area, %",2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Passes to penalty area per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,"Accurate passes to final third, %",2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,"Accurate passes, %",2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Received long passes per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Fouls suffered per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Interceptions per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Shots per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Head goals per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,xG per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Non-penalty goals per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Successful attacking actions per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Fouls per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Shots blocked per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,"Duels won, %",2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Sliding tackles per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,"Aerial duels won, %",2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Aerial duels per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,"Defensive duels won, %",2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Defensive duels per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Successful defensive actions per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,"Shots on target, %",2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Assists per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Crosses per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,"Accurate crosses, %",2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Crosses from left flank per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,"Accurate crosses from left flank, %",2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Crosses from right flank per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,"Accurate crosses from right flank, %",2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Crosses to goalie box per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Dribbles per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,"Successful dribbles, %",2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Offensive duels per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,"Offensive duels won, %",2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Touches in box per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Progressive runs per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Accelerations per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Received passes per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,RWB,RB,Corners per 90,2.893876602385128,8.206686930091186,5.312810327706058,329
20-21,FB,LWB,RB,Duels per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Fouls suffered per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Third assists per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Second assists per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Shot assists per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,xA per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,"Accurate long passes, %",2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Long passes per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,"Accurate short / medium passes, %",2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Short / medium passes per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,"Accurate lateral passes, %",2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Lateral passes per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,"Accurate back passes, %",2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Back passes per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,"Accurate forward passes, %",2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Forward passes per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,"Accurate passes, %",2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Smart passes per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,"Accurate smart passes, %",2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Key passes per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Progressive passes per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,"Direct free kicks on target, %",2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Direct free kicks per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Free kicks per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Back passes received as GK per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,xG against per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,"Accurate progressive passes, %",2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Deep completed crosses per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Passes to final third per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Deep completions per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,"Accurate through passes, %",2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Through passes per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,"Accurate passes to penalty area, %",2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Passes to penalty area per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,"Accurate passes to final third, %",2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Passes per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Received long passes per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,"Duels won, %",2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,"Shots on target, %",2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Successful defensive actions per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Defensive duels per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,"Defensive duels won, %",2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Aerial duels per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,"Aerial duels won, %",2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Sliding tackles per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Shots blocked per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Interceptions per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Fouls per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Successful attacking actions per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Non-penalty goals per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,xG per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Head goals per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Received passes per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Shots per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Assists per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Crosses to goalie box per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Accelerations per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Progressive runs per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Touches in box per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,"Offensive duels won, %",2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Offensive duels per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,"Successful dribbles, %",2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Dribbles per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,"Accurate crosses from right flank, %",2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Crosses per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Crosses from right flank per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,"Accurate crosses from left flank, %",2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Crosses from left flank per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,"Accurate crosses, %",2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Corners per 90,2.2107006440807764,7.523510971786834,5.312810327706058,319
20-21,FB,LWB,RB,Yellow cards per 90,1.9468734532255407,7.210031347962382,5.263157894736842,319
20-21,FB,LWB,RB,Red cards per 90,1.9468734532255407,7.210031347962382,5.263157894736842,319
20-21,FB,LWB,RB,Goals per 90,1.9468734532255407,7.210031347962382,5.263157894736842,319
20-21,DM,RDMF,DMF,Duels per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Fouls suffered per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Third assists per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Second assists per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Shot assists per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,xA per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,"Accurate long passes, %",4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Long passes per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,"Accurate short / medium passes, %",4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Short / medium passes per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,"Accurate lateral passes, %",4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Lateral passes per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,"Accurate back passes, %",4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Back passes per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,"Accurate forward passes, %",4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Forward passes per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,"Accurate passes, %",4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Smart passes per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,"Accurate smart passes, %",4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Key passes per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Progressive passes per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,"Direct free kicks on target, %",4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Direct free kicks per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Free kicks per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Back passes received as GK per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,xG against per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,"Accurate progressive passes, %",4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Deep completed crosses per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Passes to final third per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Deep completions per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,"Accurate through passes, %",4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Through passes per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,"Accurate passes to penalty area, %",4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Passes to penalty area per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,"Accurate passes to final third, %",4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Passes per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Received long passes per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,"Duels won, %",4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Received passes per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,xG per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Non-penalty goals per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Goals per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Successful attacking actions per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Red cards per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Yellow cards per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Fouls per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Interceptions per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Shots blocked per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Sliding tackles per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,"Aerial duels won, %",4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Aerial duels per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,"Defensive duels won, %",4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Defensive duels per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Successful defensive actions per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Head goals per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Shots per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,"Shots on target, %",4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Dribbles per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Accelerations per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Progressive runs per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Touches in box per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,"Offensive duels won, %",4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Offensive duels per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,"Successful dribbles, %",4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Crosses to goalie box per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Assists per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,"Accurate crosses from right flank, %",4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Crosses from right flank per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,"Accurate crosses from left flank, %",4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Crosses from left flank per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,"Accurate crosses, %",4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Crosses per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,RDMF,DMF,Corners per 90,4.977168949771689,11.643835616438356,6.666666666666667,438
20-21,DM,LDMF,DMF,Duels per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Fouls suffered per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Third assists per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Second assists per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Shot assists per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,xA per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,"Accurate long passes, %",4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Long passes per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,"Accurate short / medium passes, %",4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Short / medium passes per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,"Accurate lateral passes, %",4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Lateral passes per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,"Accurate back passes, %",4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Back passes per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,"Accurate forward passes, %",4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Forward passes per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,"Accurate passes, %",4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Smart passes per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,"Accurate smart passes, %",4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Key passes per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Progressive passes per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,"Direct free kicks on target, %",4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Direct free kicks per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Free kicks per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Back passes received as GK per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,xG against per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,"Accurate progressive passes, %",4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Deep completed crosses per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Passes to final third per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Deep completions per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,"Accurate through passes, %",4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Through passes per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,"Accurate passes to penalty area, %",4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Passes to penalty area per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,"Accurate passes to final third, %",4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Passes per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Received long passes per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,"Duels won, %",4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Received passes per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,xG per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Non-penalty goals per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Goals per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Successful attacking actions per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Red cards per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Yellow cards per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Fouls per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Interceptions per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Shots blocked per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Sliding tackles per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,"Aerial duels won, %",4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Aerial duels per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,"Defensive duels won, %",4.529262086513994,11.195928753180661,6.666666666666667,393
20-21,DM,LDMF,DMF,Defensive duels per 90,4.529262086513994,11.195928753180661,6.666666666666667,393
