season,role,position,lead,column,delta_pp,nan_pos,nan_lead,n
20-21,W,RAMF,RW,Free kicks per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Back passes received as GK per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,xG against per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,"Accurate progressive passes, %",3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Deep completed crosses per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Passes to final third per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Deep completions per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,"Accurate through passes, %",3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Through passes per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,"Accurate passes to penalty area, %",3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Passes to penalty area per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,"Accurate passes to final third, %",3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Passes per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Received long passes per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,"Duels won, %",3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,"Shots on target, %",3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Successful defensive actions per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Defensive duels per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,"Defensive duels won, %",3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Aerial duels per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,"Aerial duels won, %",3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Sliding tackles per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Shots blocked per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Interceptions per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Fouls per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Successful attacking actions per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Non-penalty goals per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,xG per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Head goals per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Received passes per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Shots per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Assists per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Crosses to goalie box per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Accelerations per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Progressive runs per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Touches in box per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,"Offensive duels won, %",3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Offensive duels per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,"Successful dribbles, %",3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Dribbles per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,"Accurate crosses from right flank, %",3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Crosses per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Crosses from right flank per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,"Accurate crosses from left flank, %",3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Crosses from left flank per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,"Accurate crosses, %",3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Corners per 90,3.129117259552041,13.636363636363635,10.507246376811594,572
20-21,W,RAMF,RW,Yellow cards per 90,3.0267558528428093,13.461538461538462,10.434782608695652,572
20-21,W,RAMF,RW,Red cards per 90,3.0267558528428093,13.461538461538462,10.434782608695652,572
20-21,W,RAMF,RW,Goals per 90,3.0267558528428093,13.461538461538462,10.434782608695652,572
21-22,FB,LB,RB,Duels per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,"Accurate short / medium passes, %",1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Third assists per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Second assists per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Shot assists per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,xA per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,"Accurate long passes, %",1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Long passes per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Short / medium passes per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,"Accurate smart passes, %",1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,"Accurate lateral passes, %",1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Lateral passes per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,"Accurate back passes, %",1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Back passes per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,"Accurate forward passes, %",1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Forward passes per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Smart passes per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Key passes per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,"Duels won, %",1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Progressive passes per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,"Direct free kicks on target, %",1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Direct free kicks per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Free kicks per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Back passes received as GK per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,xG against per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,"Accurate progressive passes, %",1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Deep completed crosses per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Passes to final third per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Deep completions per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,"Accurate through passes, %",1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Through passes per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,"Accurate passes to penalty area, %",1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Passes to penalty area per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,"Accurate passes to final third, %",1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,"Accurate passes, %",1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Passes per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Fouls suffered per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Interceptions per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Shots per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Head goals per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,xG per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Non-penalty goals per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Successful attacking actions per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Fouls per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Shots blocked per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Received long passes per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Sliding tackles per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,"Aerial duels won, %",1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Aerial duels per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,"Defensive duels won, %",1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Defensive duels per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Successful defensive actions per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,"Shots on target, %",1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Assists per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Crosses per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,"Accurate crosses, %",1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Crosses from left flank per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,"Accurate crosses from left flank, %",1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Crosses from right flank per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,"Accurate crosses from right flank, %",1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Crosses to goalie box per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Dribbles per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,"Successful dribbles, %",1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Offensive duels per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,"Offensive duels won, %",1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Touches in box per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Progressive runs per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Accelerations per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Received passes per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,LB,RB,Corners per 90,1.0681485332789666,4.982023626091422,6.050172159370389,1947
21-22,FB,RWB,RB,Goals per 90,3.6602345453030454,9.562841530054644,5.902606984751599,366
21-22,FB,RWB,RB,Red cards per 90,3.6602345453030454,9.562841530054644,5.902606984751599,366
21-22,FB,RWB,RB,Yellow cards per 90,3.6602345453030454,9.562841530054644,5.902606984751599,366
21-22,FB,RWB,RB,Duels per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,"Accurate smart passes, %",3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Third assists per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Second assists per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Shot assists per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,xA per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,"Accurate long passes, %",3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Long passes per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,"Accurate short / medium passes, %",3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Short / medium passes per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,"Accurate lateral passes, %",3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Lateral passes per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,"Accurate back passes, %",3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Back passes per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,"Accurate forward passes, %",3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Forward passes per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Smart passes per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Passes to final third per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Key passes per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Progressive passes per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,"Direct free kicks on target, %",3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Direct free kicks per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Free kicks per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Back passes received as GK per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,xG against per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,"Accurate progressive passes, %",3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Deep completed crosses per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Passes per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Deep completions per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,"Accurate through passes, %",3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Through passes per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,"Accurate passes to penalty area, %",3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Passes to penalty area per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,"Accurate passes to final third, %",3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,"Accurate passes, %",3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Received long passes per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Fouls suffered per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Interceptions per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Shots per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Head goals per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,xG per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Non-penalty goals per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Successful attacking actions per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Fouls per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Shots blocked per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,"Duels won, %",3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Sliding tackles per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,"Aerial duels won, %",3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Aerial duels per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,"Defensive duels won, %",3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Defensive duels per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Successful defensive actions per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,"Shots on target, %",3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Assists per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Crosses per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,"Accurate crosses, %",3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Crosses from left flank per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,"Accurate crosses from left flank, %",3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Crosses from right flank per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,"Accurate crosses from right flank, %",3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Crosses to goalie box per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Dribbles per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,"Successful dribbles, %",3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Offensive duels per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,"Offensive duels won, %",3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Touches in box per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Progressive runs per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Accelerations per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Received passes per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,RWB,RB,Corners per 90,3.5126693706842556,9.562841530054644,6.050172159370389,366
21-22,FB,LWB,RB,Goals per 90,4.097393015248401,10.0,5.902606984751599,360
21-22,FB,LWB,RB,Red cards per 90,4.097393015248401,10.0,5.902606984751599,360
21-22,FB,LWB,RB,Yellow cards per 90,4.097393015248401,10.0,5.902606984751599,360
21-22,FB,LWB,RB,Duels per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,"Accurate smart passes, %",3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Third assists per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Second assists per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Shot assists per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,xA per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,"Accurate long passes, %",3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Long passes per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,"Accurate short / medium passes, %",3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Short / medium passes per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,"Accurate lateral passes, %",3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Lateral passes per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,"Accurate back passes, %",3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Back passes per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,"Accurate forward passes, %",3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Forward passes per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Smart passes per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Passes to final third per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Key passes per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Progressive passes per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,"Direct free kicks on target, %",3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Direct free kicks per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Free kicks per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Back passes received as GK per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,xG against per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,"Accurate progressive passes, %",3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Deep completed crosses per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Passes per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Deep completions per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,"Accurate through passes, %",3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Through passes per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,"Accurate passes to penalty area, %",3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Passes to penalty area per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,"Accurate passes to final third, %",3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,"Accurate passes, %",3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Received long passes per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Fouls suffered per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Interceptions per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Shots per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Head goals per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,xG per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Non-penalty goals per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Successful attacking actions per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Fouls per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Shots blocked per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,"Duels won, %",3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Sliding tackles per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,"Aerial duels won, %",3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Aerial duels per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,"Defensive duels won, %",3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Defensive duels per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Successful defensive actions per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,"Shots on target, %",3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Assists per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Crosses per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,"Accurate crosses, %",3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Crosses from left flank per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,"Accurate crosses from left flank, %",3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Crosses from right flank per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,"Accurate crosses from right flank, %",3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Crosses to goalie box per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Dribbles per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,"Successful dribbles, %",3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Offensive duels per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,"Offensive duels won, %",3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Touches in box per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Progressive runs per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Accelerations per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Received passes per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,FB,LWB,RB,Corners per 90,3.9498278406296112,10.0,6.050172159370389,360
21-22,DM,RDMF,DMF,Duels per 90,4.597151775263363,9.318181818181818,4.721030042918455,440
21-22,DM,RDMF,DMF,Fouls suffered per 90,4.597151775263363,9.318181818181818,4.721030042918455,440
21-22,DM,RDMF,DMF,Third assists per 90,4.597151775263363,9.318181818181818,4.721030042918455,440
21-22,DM,RDMF,DMF,Second assists per 90,4.597151775263363,9.318181818181818,4.721030042918455,440
21-22,DM,RDMF,DMF,Shot assists per 90,4.597151775263363,9.318181818181818,4.721030042918455,440
21-22,DM,RDMF,DMF,xA per 90,4.597151775263363,9.318181818181818,4.721030042918455,440
21-22,DM,RDMF,DMF,"Accurate long passes, %",4.597151775263363,9.318181818181818,4.721030042918455,440
21-22,DM,RDMF,DMF,Long passes per 90,4.597151775263363,9.318181818181818,4.721030042918455,440
21-22,DM,RDMF,DMF,"Accurate short / medium passes, %",4.597151775263363,9.318181818181818,4.721030042918455,440
21-22,DM,RDMF,DMF,Short / medium passes per 90,4.597151775263363,9.318181818181818,4.721030042918455,440
21-22,DM,RDMF,DMF,"Accurate lateral passes, %",4.597151775263363,9.318181818181818,4.721030042918455,440
21-22,DM,RDMF,DMF,Lateral passes per 90,4.597151775263363,9.318181818181818,4.721030042918455,440
21-22,DM,RDMF,DMF,"Accurate back passes, %",4.597151775263363,9.318181818181818,4.721030042918455,440
21-22,DM,RDMF,DMF,Back passes per 90,4.597151775263363,9.318181818181818,4.721030042918455,440
